time	V(vin)	V(vout)
5.700565950782965e-07	2.000000e+00	-1.999990e+00
5.854323460452588e-07	2.000000e+00	-1.999981e+00
6.029515949532796e-07	2.000000e+00	-1.999975e+00
6.196591477921759e-07	2.000000e+00	-1.999974e+00
6.373781031708696e-07	2.000000e+00	-1.999976e+00
6.543694275810169e-07	2.000000e+00	-1.999979e+00
6.734980166859631e-07	2.000000e+00	-1.999984e+00
6.966212057124272e-07	2.000000e+00	-1.999989e+00
7.318194953011653e-07	2.000000e+00	-1.999994e+00
7.569926721114088e-07	2.000000e+00	-1.999996e+00
7.826867228668796e-07	2.000000e+00	-1.999997e+00
8.140741421764981e-07	2.000000e+00	-1.999996e+00
8.465914348811645e-07	2.000000e+00	-1.999995e+00
8.905032110595316e-07	2.000000e+00	-1.999994e+00
9.612662122084383e-07	2.000000e+00	-1.999994e+00
1.029713386930230e-06	2.000000e+00	-1.999994e+00
1.098800073926812e-06	2.000000e+00	-1.999994e+00
1.420457360105126e-03	2.000000e+00	-1.998898e+00
2.839815920136325e-03	2.000000e+00	-1.995690e+00
4.259174480167523e-03	2.000000e+00	-1.990368e+00
5.678533040198722e-03	2.000000e+00	-1.982934e+00
7.097891600229922e-03	2.000000e+00	-1.973387e+00
8.517250160261119e-03	2.000000e+00	-1.961727e+00
9.936608720292315e-03	2.000000e+00	-1.947954e+00
1.970223372029231e-02	2.000000e+00	-1.816906e+00
2.946785872029231e-02	2.000000e+00	-1.618654e+00
3.923348372029231e-02	2.000000e+00	-1.347349e+00
4.899910872029231e-02	2.000000e+00	-1.008467e+00
5.876473372029231e-02	2.000000e+00	-6.088495e-01
6.853035872029231e-02	2.000000e+00	-1.565638e-01
7.829598372029231e-02	2.000000e+00	3.392589e-01
8.806160872029231e-02	2.000000e+00	8.686091e-01
9.782723372029231e-02	2.000000e+00	1.420800e+00
1.075928587202923e-01	2.000000e+00	1.984684e+00
1.173584837202923e-01	2.000000e+00	2.548877e+00
1.271241087202923e-01	2.000000e+00	3.101988e+00
1.368897337202923e-01	2.000000e+00	3.632853e+00
1.466553587202923e-01	2.000000e+00	4.130753e+00
1.564209837202923e-01	2.000000e+00	4.585637e+00
1.661866087202923e-01	2.000000e+00	4.988321e+00
1.759522337202923e-01	2.000000e+00	5.330677e+00
1.857178587202923e-01	2.000000e+00	5.605791e+00
1.954834837202923e-01	2.000000e+00	5.808111e+00
2.052491087202923e-01	2.000000e+00	5.933552e+00
2.150147337202923e-01	2.000000e+00	5.979581e+00
2.247803587202923e-01	2.000000e+00	5.945270e+00
2.345459837202923e-01	2.000000e+00	5.831309e+00
2.443116087202923e-01	2.000000e+00	5.640002e+00
2.540772337202923e-01	2.000000e+00	5.375209e+00
2.638428587202923e-01	2.000000e+00	5.042277e+00
2.736084837202923e-01	2.000000e+00	4.647926e+00
2.833741087202923e-01	2.000000e+00	4.200119e+00
2.931397337202923e-01	2.000000e+00	3.707894e+00
3.029053587202923e-01	2.000000e+00	3.181190e+00
3.126709837202923e-01	2.000000e+00	2.630639e+00
3.224366087202923e-01	2.000000e+00	2.067358e+00
3.322022337202923e-01	2.000000e+00	1.502715e+00
3.419678587202923e-01	2.000000e+00	9.481126e-01
3.517334837202923e-01	2.000000e+00	4.147454e-01
3.614991087202923e-01	2.000000e+00	-8.661850e-02
3.712647337202923e-01	2.000000e+00	-5.458574e-01
3.810303587202923e-01	2.000000e+00	-9.536999e-01
3.907959837202923e-01	2.000000e+00	-1.301913e+00
4.005616087202923e-01	2.000000e+00	-1.583466e+00
4.103272337202923e-01	2.000000e+00	-1.792675e+00
4.200928587202923e-01	2.000000e+00	-1.925317e+00
4.298584837202923e-01	2.000000e+00	-1.978714e+00
4.396241087202923e-01	2.000000e+00	-1.951788e+00
4.493897337202923e-01	2.000000e+00	-1.845083e+00
4.591553587202923e-01	2.000000e+00	-1.660752e+00
4.689209837202923e-01	2.000000e+00	-1.402517e+00
4.786866087202923e-01	2.000000e+00	-1.075591e+00
4.884522337202923e-01	2.000000e+00	-6.865746e-01
4.982178587202923e-01	2.000000e+00	-2.433212e-01
5.079834837202923e-01	2.000000e+00	2.452208e-01
5.177491087202923e-01	2.000000e+00	7.691887e-01
5.275147337202923e-01	2.000000e+00	1.318004e+00
5.372803587202923e-01	2.000000e+00	1.880588e+00
5.470459837202923e-01	2.000000e+00	2.445583e+00
5.568116087202923e-01	2.000000e+00	3.001581e+00
5.665772337202923e-01	2.000000e+00	3.537360e+00
5.763428587202923e-01	2.000000e+00	4.042102e+00
5.861084837202923e-01	2.000000e+00	4.505617e+00
5.958741087202923e-01	2.000000e+00	4.918549e+00
6.056397337202923e-01	2.000000e+00	5.272559e+00
6.154053587202923e-01	2.000000e+00	5.560503e+00
6.251709837202923e-01	2.000000e+00	5.776566e+00
6.349366087202923e-01	2.000000e+00	5.916387e+00
6.447022337202923e-01	2.000000e+00	5.977142e+00
6.544678587202923e-01	2.000000e+00	5.957606e+00
6.642334837202923e-01	2.000000e+00	5.858173e+00
6.739991087202923e-01	2.000000e+00	5.680850e+00
6.837647337202923e-01	2.000000e+00	5.429217e+00
6.935303587202923e-01	2.000000e+00	5.108354e+00
7.032959837202923e-01	2.000000e+00	4.724739e+00
7.130616087202923e-01	2.000000e+00	4.286116e+00
7.228272337202923e-01	2.000000e+00	3.801340e+00
7.325928587202923e-01	2.000000e+00	3.280198e+00
7.423584837202923e-01	2.000000e+00	2.733211e+00
7.521241087202923e-01	2.000000e+00	2.171421e+00
7.618897337202923e-01	2.000000e+00	1.606171e+00
7.716553587202923e-01	2.000000e+00	1.048871e+00
7.814209837202923e-01	2.000000e+00	5.107727e-01
7.911866087202923e-01	2.000000e+00	2.739201e-03
8.009522337202923e-01	2.000000e+00	-4.649733e-01
8.107178587202923e-01	2.000000e+00	-8.829225e-01
8.204834837202923e-01	2.000000e+00	-1.242671e+00
8.302491087202923e-01	2.000000e+00	-1.536955e+00
8.400147337202923e-01	2.000000e+00	-1.759835e+00
8.497803587202923e-01	2.000000e+00	-1.906811e+00
8.595459837202923e-01	2.000000e+00	-1.974914e+00
8.693116087202923e-01	2.000000e+00	-1.962772e+00
8.790772337202923e-01	2.000000e+00	-1.870628e+00
8.888428587202923e-01	2.000000e+00	-1.700344e+00
8.986084837202923e-01	2.000000e+00	-1.455356e+00
9.083741087202923e-01	2.000000e+00	-1.140610e+00
9.181397337202923e-01	2.000000e+00	-7.624614e-01
9.279053587202923e-01	2.000000e+00	-3.285435e-01
9.376709837202923e-01	2.000000e+00	1.523834e-01
9.474366087202923e-01	2.000000e+00	6.706103e-01
9.572022337202923e-01	2.000000e+00	1.215675e+00
9.669678587202923e-01	2.000000e+00	1.776574e+00
9.767334837202923e-01	2.000000e+00	2.341984e+00
9.864991087202923e-01	2.000000e+00	2.903638e+00
9.925294664405846e-01	2.000000e+00	3.243330e+00
1.000000001000000e+00	2.000000e+00	3.649728e+00
1.000000001100000e+00	1.600000e+00	3.649728e+00
1.000000001300000e+00	7.999999e-01	3.649728e+00
1.000000001452893e+00	1.884287e-01	3.649728e+00
1.000000001605234e+00	-4.209355e-01	3.649728e+00
1.000000001828978e+00	-1.315912e+00	3.649728e+00
1.000000002000000e+00	-1.999999e+00	3.649728e+00
1.000000002079557e+00	-2.000000e+00	3.649728e+00
1.000000002185632e+00	-2.000000e+00	3.649728e+00
1.000000002397680e+00	-2.000000e+00	3.649728e+00
1.000000002821776e+00	-2.000000e+00	3.649728e+00
1.000000003399386e+00	-2.000000e+00	3.649728e+00
1.000000004162624e+00	-2.000000e+00	3.649728e+00
1.000000005127362e+00	-2.000000e+00	3.649728e+00
1.000000006416433e+00	-2.000000e+00	3.649728e+00
1.000000008060518e+00	-2.000000e+00	3.649730e+00
1.000000010026949e+00	-2.000000e+00	3.649736e+00
1.000000012159443e+00	-2.000000e+00	3.649750e+00
1.000000014378177e+00	-2.000000e+00	3.649778e+00
1.000000017393580e+00	-2.000000e+00	3.649840e+00
1.000000020531170e+00	-2.000000e+00	3.649945e+00
1.000000026149817e+00	-2.000000e+00	3.650232e+00
1.000000032846382e+00	-2.000000e+00	3.650706e+00
1.000000040163791e+00	-2.000000e+00	3.651360e+00
1.000000047672691e+00	-2.000000e+00	3.652118e+00
1.000000056048115e+00	-2.000000e+00	3.652976e+00
1.000000065189473e+00	-2.000000e+00	3.653819e+00
1.000000075612390e+00	-2.000000e+00	3.654562e+00
1.000000086320938e+00	-2.000000e+00	3.655012e+00
1.000000097554187e+00	-2.000000e+00	3.655103e+00
1.000000109802023e+00	-2.000000e+00	3.654782e+00
1.000000124179223e+00	-2.000000e+00	3.653968e+00
1.000000139499099e+00	-2.000000e+00	3.652758e+00
1.000000157269949e+00	-2.000000e+00	3.651165e+00
1.000000177042998e+00	-2.000000e+00	3.649450e+00
1.000000197839485e+00	-2.000000e+00	3.647940e+00
1.000000216628256e+00	-2.000000e+00	3.646981e+00
1.000000237828432e+00	-2.000000e+00	3.646407e+00
1.000000260578188e+00	-2.000000e+00	3.646312e+00
1.000000290241341e+00	-2.000000e+00	3.646715e+00
1.000000312518192e+00	-2.000000e+00	3.647252e+00
1.000000330232782e+00	-2.000000e+00	3.647756e+00
1.000000347307648e+00	-2.000000e+00	3.648235e+00
1.000000364142288e+00	-2.000000e+00	3.648662e+00
1.000000380216299e+00	-2.000000e+00	3.649010e+00
1.000000395588985e+00	-2.000000e+00	3.649282e+00
1.000000409936816e+00	-2.000000e+00	3.649479e+00
1.000000425035022e+00	-2.000000e+00	3.649633e+00
1.000000439659445e+00	-2.000000e+00	3.649735e+00
1.000000455654161e+00	-2.000000e+00	3.649805e+00
1.000000471863991e+00	-2.000000e+00	3.649840e+00
1.000000488975102e+00	-2.000000e+00	3.649851e+00
1.000000505991431e+00	-2.000000e+00	3.649844e+00
1.000000523599165e+00	-2.000000e+00	3.649827e+00
1.000000541272831e+00	-2.000000e+00	3.649806e+00
1.000000560121271e+00	-2.000000e+00	3.649786e+00
1.000000573843957e+00	-2.000000e+00	3.649773e+00
1.000000587030527e+00	-2.000000e+00	3.649763e+00
1.000000601976635e+00	-2.000000e+00	3.649756e+00
1.000000619547637e+00	-2.000000e+00	3.649751e+00
1.000000636284376e+00	-2.000000e+00	3.649750e+00
1.000000655073209e+00	-2.000000e+00	3.649751e+00
1.000000674534836e+00	-2.000000e+00	3.649754e+00
1.000000698295350e+00	-2.000000e+00	3.649758e+00
1.000000727125928e+00	-2.000000e+00	3.649763e+00
1.000000763733858e+00	-2.000000e+00	3.649769e+00
1.000000795800585e+00	-2.000000e+00	3.649771e+00
1.000000831773718e+00	-2.000000e+00	3.649773e+00
1.000000869826176e+00	-2.000000e+00	3.649775e+00
1.000000920634194e+00	-2.000000e+00	3.649777e+00
1.000000995136797e+00	-2.000000e+00	3.649781e+00
1.000001165122615e+00	-2.000000e+00	3.649790e+00
1.003140092047000e+00	-2.000000e+00	3.807224e+00
1.006279018971385e+00	-2.000000e+00	3.951556e+00
1.009417945895770e+00	-2.000000e+00	4.082787e+00
1.012556872820155e+00	-2.000000e+00	4.200915e+00
1.015695799744539e+00	-2.000000e+00	4.305942e+00
1.018834726668924e+00	-2.000000e+00	4.397867e+00
1.021973653593309e+00	-2.000000e+00	4.476690e+00
1.031739278593309e+00	-2.000000e+00	4.648270e+00
1.041504903593309e+00	-2.000000e+00	4.685633e+00
1.051270528593309e+00	-2.000000e+00	4.588026e+00
1.061036153593309e+00	-2.000000e+00	4.357417e+00
1.070801778593309e+00	-2.000000e+00	3.998464e+00
1.080567403593309e+00	-2.000000e+00	3.518412e+00
1.090333028593309e+00	-2.000000e+00	2.926954e+00
1.100098653593309e+00	-2.000000e+00	2.236028e+00
1.109864278593309e+00	-2.000000e+00	1.459586e+00
1.119629903593309e+00	-2.000000e+00	6.132999e-01
1.129395528593309e+00	-2.000000e+00	-2.857437e-01
1.139161153593309e+00	-2.000000e+00	-1.219395e+00
1.148926778593309e+00	-2.000000e+00	-2.168805e+00
1.158692403593309e+00	-2.000000e+00	-3.114808e+00
1.168458028593309e+00	-2.000000e+00	-4.038304e+00
1.178223653593309e+00	-2.000000e+00	-4.920650e+00
1.187989278593309e+00	-2.000000e+00	-5.744034e+00
1.197754903593309e+00	-2.000000e+00	-6.491832e+00
1.207520528593309e+00	-2.000000e+00	-7.148948e+00
1.217286153593309e+00	-2.000000e+00	-7.702115e+00
1.227051778593309e+00	-2.000000e+00	-8.140167e+00
1.236817403593309e+00	-2.000000e+00	-8.454260e+00
1.246583028593309e+00	-2.000000e+00	-8.638052e+00
1.256348653593309e+00	-2.000000e+00	-8.687834e+00
1.266114278593309e+00	-2.000000e+00	-8.602599e+00
1.275879903593309e+00	-2.000000e+00	-8.384070e+00
1.285645528593309e+00	-2.000000e+00	-8.036657e+00
1.295411153593309e+00	-2.000000e+00	-7.567376e+00
1.305176778593309e+00	-2.000000e+00	-6.985698e+00
1.314942403593309e+00	-2.000000e+00	-6.303368e+00
1.324708028593309e+00	-2.000000e+00	-5.534160e+00
1.334473653593309e+00	-2.000000e+00	-4.693604e+00
1.344239278593309e+00	-2.000000e+00	-3.798668e+00
1.354004903593309e+00	-2.000000e+00	-2.867420e+00
1.363770528593309e+00	-2.000000e+00	-1.918661e+00
1.373536153593309e+00	-2.000000e+00	-9.715428e-01
1.383301778593309e+00	-2.000000e+00	-4.518767e-02
1.393067403593309e+00	-2.000000e+00	8.417034e-01
1.402833028593309e+00	-2.000000e+00	1.671226e+00
1.412598653593309e+00	-2.000000e+00	2.426632e+00
1.422364278593309e+00	-2.000000e+00	3.092674e+00
1.432129903593309e+00	-2.000000e+00	3.655903e+00
1.441895528593309e+00	-2.000000e+00	4.104949e+00
1.451661153593309e+00	-2.000000e+00	4.430748e+00
1.461426778593309e+00	-2.000000e+00	4.626721e+00
1.471192403593309e+00	-2.000000e+00	4.688912e+00
1.480958028593309e+00	-2.000000e+00	4.616066e+00
1.490723653593309e+00	-2.000000e+00	4.409654e+00
1.500489278593309e+00	-2.000000e+00	4.073843e+00
1.510254903593309e+00	-2.000000e+00	3.615410e+00
1.520020528593309e+00	-2.000000e+00	3.043613e+00
1.529786153593309e+00	-2.000000e+00	2.369994e+00
1.539551778593309e+00	-2.000000e+00	1.608153e+00
1.549317403593309e+00	-2.000000e+00	7.734701e-01
1.559083028593309e+00	-2.000000e+00	-1.172046e-01
1.568848653593309e+00	-2.000000e+00	-1.045889e+00
1.578614278593309e+00	-2.000000e+00	-1.993836e+00
1.588379903593309e+00	-2.000000e+00	-2.941907e+00
1.598145528593309e+00	-2.000000e+00	-3.870963e+00
1.607911153593309e+00	-2.000000e+00	-4.762247e+00
1.617676778593309e+00	-2.000000e+00	-5.597766e+00
1.627442403593309e+00	-2.000000e+00	-6.360652e+00
1.637208028593309e+00	-2.000000e+00	-7.035504e+00
1.646973653593309e+00	-2.000000e+00	-7.608699e+00
1.656739278593309e+00	-2.000000e+00	-8.068664e+00
1.666504903593309e+00	-2.000000e+00	-8.406113e+00
1.676270528593309e+00	-2.000000e+00	-8.614233e+00
1.686036153593309e+00	-2.000000e+00	-8.688824e+00
1.695801778593309e+00	-2.000000e+00	-8.628379e+00
1.705567403593309e+00	-2.000000e+00	-8.434118e+00
1.715333028593309e+00	-2.000000e+00	-8.109964e+00
1.725098653593309e+00	-2.000000e+00	-7.662461e+00
1.734864278593309e+00	-2.000000e+00	-7.100642e+00
1.744629903593309e+00	-2.000000e+00	-6.435850e+00
1.754395528593309e+00	-2.000000e+00	-5.681506e+00
1.764161153593309e+00	-2.000000e+00	-4.852839e+00
1.773926778593309e+00	-2.000000e+00	-3.966577e+00
1.783692403593309e+00	-2.000000e+00	-3.040614e+00
1.793458028593309e+00	-2.000000e+00	-2.093643e+00
1.803223653593309e+00	-2.000000e+00	-1.144780e+00
1.812989278593309e+00	-2.000000e+00	-2.131835e-01
1.822754903593309e+00	-2.000000e+00	6.823409e-01
1.832520528593309e+00	-2.000000e+00	1.523714e+00
1.842286153593309e+00	-2.000000e+00	2.293949e+00
1.852051778593309e+00	-2.000000e+00	2.977498e+00
1.861817403593309e+00	-2.000000e+00	3.560559e+00
1.871583028593309e+00	-2.000000e+00	4.031363e+00
1.881348653593309e+00	-2.000000e+00	4.380404e+00
1.891114278593309e+00	-2.000000e+00	4.600636e+00
1.900879903593309e+00	-2.000000e+00	4.687614e+00
1.910645528593309e+00	-2.000000e+00	4.639580e+00
1.920411153593309e+00	-2.000000e+00	4.457505e+00
1.930176778593309e+00	-2.000000e+00	4.145064e+00
1.939942403593309e+00	-2.000000e+00	3.708566e+00
1.949708028593309e+00	-2.000000e+00	3.156821e+00
1.959473653593309e+00	-2.000000e+00	2.500970e+00
1.969239278593309e+00	-2.000000e+00	1.754252e+00
1.979004903593309e+00	-2.000000e+00	9.317427e-01
1.988770528593309e+00	-2.000000e+00	5.859264e-02
1.990234375000000e+00	-2.000000e+00	-7.707322e-02
1.994144614373237e+00	-2.000000e+00	-4.471150e-01
2.000000000000000e+00	-2.000000e+00	-1.010498e+00
2.000000000100000e+00	-1.600000e+00	-1.010498e+00
2.000000000300000e+00	-7.999999e-01	-1.010498e+00
2.000000000452861e+00	-1.885548e-01	-1.010498e+00
2.000000000605167e+00	4.206699e-01	-1.010498e+00
2.000000000828933e+00	1.315732e+00	-1.010498e+00
2.000000001000000e+00	2.000000e+00	-1.010498e+00
2.000000001079550e+00	2.000000e+00	-1.010498e+00
2.000000001185616e+00	2.000000e+00	-1.010498e+00
2.000000001397617e+00	2.000000e+00	-1.010498e+00
2.000000001821617e+00	2.000000e+00	-1.010498e+00
2.000000002399183e+00	2.000000e+00	-1.010498e+00
2.000000003162325e+00	2.000000e+00	-1.010498e+00
2.000000004126999e+00	2.000000e+00	-1.010498e+00
2.000000005415927e+00	2.000000e+00	-1.010498e+00
2.000000007061517e+00	2.000000e+00	-1.010500e+00
2.000000008995847e+00	2.000000e+00	-1.010506e+00
2.000000011104422e+00	2.000000e+00	-1.010520e+00
2.000000013240192e+00	2.000000e+00	-1.010547e+00
2.000000016080020e+00	2.000000e+00	-1.010605e+00
2.000000019034163e+00	2.000000e+00	-1.010702e+00
2.000000023877505e+00	2.000000e+00	-1.010945e+00
2.000000030684852e+00	2.000000e+00	-1.011427e+00
2.000000037731849e+00	2.000000e+00	-1.012066e+00
2.000000045344094e+00	2.000000e+00	-1.012864e+00
2.000000053259591e+00	2.000000e+00	-1.013718e+00
2.000000062220471e+00	2.000000e+00	-1.014608e+00
2.000000071889940e+00	2.000000e+00	-1.015370e+00
2.000000082605074e+00	2.000000e+00	-1.015899e+00
2.000000093022398e+00	2.000000e+00	-1.016045e+00
2.000000104842505e+00	2.000000e+00	-1.015778e+00
2.000000117746727e+00	2.000000e+00	-1.015047e+00
2.000000134383192e+00	2.000000e+00	-1.013663e+00
2.000000151157653e+00	2.000000e+00	-1.012037e+00
2.000000171027775e+00	2.000000e+00	-1.010123e+00
2.000000188502161e+00	2.000000e+00	-1.008695e+00
2.000000207957838e+00	2.000000e+00	-1.007546e+00
2.000000225874864e+00	2.000000e+00	-1.006957e+00
2.000000247594074e+00	2.000000e+00	-1.006803e+00
2.000000271222034e+00	2.000000e+00	-1.007110e+00
2.000000290322506e+00	2.000000e+00	-1.007612e+00
2.000000307208755e+00	2.000000e+00	-1.008162e+00
2.000000323720503e+00	2.000000e+00	-1.008715e+00
2.000000339836708e+00	2.000000e+00	-1.009217e+00
2.000000356910088e+00	2.000000e+00	-1.009679e+00
2.000000372525605e+00	2.000000e+00	-1.010023e+00
2.000000388307948e+00	2.000000e+00	-1.010290e+00
2.000000403438371e+00	2.000000e+00	-1.010473e+00
2.000000419172992e+00	2.000000e+00	-1.010597e+00
2.000000435854473e+00	2.000000e+00	-1.010671e+00
2.000000452504876e+00	2.000000e+00	-1.010699e+00
2.000000469785432e+00	2.000000e+00	-1.010696e+00
2.000000486970844e+00	2.000000e+00	-1.010674e+00
2.000000504599916e+00	2.000000e+00	-1.010642e+00
2.000000522254599e+00	2.000000e+00	-1.010610e+00
2.000000540590434e+00	2.000000e+00	-1.010580e+00
2.000000555423930e+00	2.000000e+00	-1.010562e+00
2.000000569932335e+00	2.000000e+00	-1.010549e+00
2.000000585318379e+00	2.000000e+00	-1.010541e+00
2.000000602840834e+00	2.000000e+00	-1.010537e+00
2.000000619573991e+00	2.000000e+00	-1.010538e+00
2.000000637281844e+00	2.000000e+00	-1.010541e+00
2.000000654280362e+00	2.000000e+00	-1.010546e+00
2.000000673370716e+00	2.000000e+00	-1.010553e+00
2.000000696481742e+00	2.000000e+00	-1.010560e+00
2.000000731586887e+00	2.000000e+00	-1.010569e+00
2.000000756671299e+00	2.000000e+00	-1.010573e+00
2.000000782292866e+00	2.000000e+00	-1.010576e+00
2.000000813648551e+00	2.000000e+00	-1.010579e+00
2.000000846063186e+00	2.000000e+00	-1.010581e+00
2.000000889803574e+00	2.000000e+00	-1.010584e+00
2.000000959731037e+00	2.000000e+00	-1.010591e+00
2.000001028798205e+00	2.000000e+00	-1.010597e+00
2.000001097037420e+00	2.000000e+00	-1.010604e+00
2.004218916346295e+00	2.000000e+00	-1.411427e+00
2.008436735655170e+00	2.000000e+00	-1.796303e+00
2.012654554964044e+00	2.000000e+00	-2.165232e+00
2.016872374272919e+00	2.000000e+00	-2.518215e+00
2.021090193581794e+00	2.000000e+00	-2.855250e+00
2.025308012890669e+00	2.000000e+00	-3.176339e+00
2.029525832199544e+00	2.000000e+00	-3.481481e+00
2.039291457199544e+00	2.000000e+00	-4.101388e+00
2.049057082199544e+00	2.000000e+00	-4.598118e+00
2.058822707199544e+00	2.000000e+00	-4.961644e+00
2.068588332199544e+00	2.000000e+00	-5.184628e+00
2.078353957199544e+00	2.000000e+00	-5.262566e+00
2.088119582199544e+00	2.000000e+00	-5.193885e+00
2.097885207199544e+00	2.000000e+00	-4.979973e+00
2.107650832199544e+00	2.000000e+00	-4.625148e+00
2.117416457199544e+00	2.000000e+00	-4.136573e+00
2.127182082199544e+00	2.000000e+00	-3.524112e+00
2.136947707199544e+00	2.000000e+00	-2.800128e+00
2.146713332199544e+00	2.000000e+00	-1.979238e+00
2.156478957199544e+00	2.000000e+00	-1.078015e+00
2.166244582199544e+00	2.000000e+00	-1.146521e-01
2.176010207199544e+00	2.000000e+00	8.914019e-01
2.185775832199544e+00	2.000000e+00	1.919837e+00
2.195541457199544e+00	2.000000e+00	2.949889e+00
2.205307082199544e+00	2.000000e+00	3.960766e+00
2.215072707199544e+00	2.000000e+00	4.932057e+00
2.224838332199544e+00	2.000000e+00	5.844156e+00
2.234603957199544e+00	2.000000e+00	6.678648e+00
2.244369582199544e+00	2.000000e+00	7.418685e+00
2.254135207199544e+00	2.000000e+00	8.049330e+00
2.263900832199544e+00	2.000000e+00	8.557848e+00
2.273666457199544e+00	2.000000e+00	8.933975e+00
2.283432082199544e+00	2.000000e+00	9.170118e+00
2.293197707199544e+00	2.000000e+00	9.261509e+00
2.302963332199544e+00	2.000000e+00	9.206302e+00
2.312728957199544e+00	2.000000e+00	9.005612e+00
2.322494582199544e+00	2.000000e+00	8.663491e+00
2.332260207199544e+00	2.000000e+00	8.186847e+00
2.342025832199544e+00	2.000000e+00	7.585299e+00
2.351791457199544e+00	2.000000e+00	6.870996e+00
2.361557082199544e+00	2.000000e+00	6.058354e+00
2.371322707199544e+00	2.000000e+00	5.163782e+00
2.381088332199544e+00	2.000000e+00	4.205338e+00
2.390853957199544e+00	2.000000e+00	3.202372e+00
2.400619582199544e+00	2.000000e+00	2.175132e+00
2.410385207199544e+00	2.000000e+00	1.144357e+00
2.420150832199544e+00	2.000000e+00	1.308551e-01
2.429916457199544e+00	2.000000e+00	-8.449121e-01
2.439682082199544e+00	2.000000e+00	-1.763246e+00
2.449447707199544e+00	2.000000e+00	-2.605606e+00
2.459213332199544e+00	2.000000e+00	-3.354988e+00
2.468978957199544e+00	2.000000e+00	-3.996262e+00
2.478744582199544e+00	2.000000e+00	-4.516482e+00
2.488510207199544e+00	2.000000e+00	-4.905146e+00
2.498275832199544e+00	2.000000e+00	-5.154408e+00
2.508041457199544e+00	2.000000e+00	-5.259234e+00
2.517807082199544e+00	2.000000e+00	-5.217509e+00
2.527572707199544e+00	2.000000e+00	-5.030077e+00
2.537338332199544e+00	2.000000e+00	-4.700719e+00
2.547103957199544e+00	2.000000e+00	-4.236085e+00
2.556869582199544e+00	2.000000e+00	-3.645556e+00
2.566635207199544e+00	2.000000e+00	-2.941054e+00
