time	V(borne2)	V(vout)
2.093406616927111e+00	-5.397822e-01	3.855520e-01
2.098289429427111e+00	-5.084510e-01	3.311019e-01
2.103172241927111e+00	-4.745439e-01	2.800406e-01
2.108055054427111e+00	-4.382326e-01	2.326267e-01
2.112937866927111e+00	-3.997011e-01	1.891005e-01
2.117820679427111e+00	-3.591446e-01	1.496825e-01
2.122703491927111e+00	-3.167686e-01	1.145724e-01
2.127586304427111e+00	-2.727878e-01	8.394806e-02
2.132469116927111e+00	-2.274249e-01	5.796464e-02
2.137351929427111e+00	-1.809099e-01	3.675377e-02
2.142234741927111e+00	-1.334783e-01	2.042292e-02
2.147117554427111e+00	-8.537047e-02	9.054822e-03
2.152000366927111e+00	-3.683013e-02	2.707071e-03
2.156883179427111e+00	1.189682e-02	1.411826e-03
2.161765991927111e+00	6.056350e-02	5.175649e-03
2.166648804427111e+00	1.089234e-01	1.397947e-02
2.171531616927111e+00	1.567314e-01	2.777869e-02
2.176414429427111e+00	2.037454e-01	4.650340e-02
2.181297241927111e+00	2.497272e-01	7.005873e-02
2.186180054427111e+00	2.944439e-01	9.832534e-02
2.191062866927111e+00	3.376688e-01	1.311601e-01
2.195945679427111e+00	3.791830e-01	1.683965e-01
2.200828491927111e+00	4.187762e-01	2.098460e-01
2.205711304427111e+00	4.562478e-01	2.552986e-01
2.210594116927111e+00	4.914079e-01	3.045240e-01
2.215476929427111e+00	5.240785e-01	3.572729e-01
2.220359741927111e+00	5.540940e-01	4.132780e-01
2.225242554427111e+00	5.813022e-01	4.722555e-01
2.230125366927111e+00	6.055655e-01	5.339066e-01
2.235008179427111e+00	6.267609e-01	5.979191e-01
2.239890991927111e+00	6.447809e-01	6.639687e-01
2.244773804427111e+00	6.595344e-01	7.317206e-01
2.249656616927111e+00	6.709465e-01	8.008317e-01
2.254539429427111e+00	6.789594e-01	8.709518e-01
2.259422241927111e+00	6.835326e-01	9.417256e-01
2.264305054427111e+00	6.846429e-01	1.012795e+00
2.269187866927111e+00	6.822845e-01	1.083799e+00
2.274070679427111e+00	6.764696e-01	1.154379e+00
2.278953491927111e+00	6.672276e-01	1.224176e+00
2.283836304427111e+00	6.546052e-01	1.292838e+00
2.288719116927111e+00	6.386664e-01	1.360016e+00
2.293601929427111e+00	6.194920e-01	1.425370e+00
2.298484741927111e+00	5.971792e-01	1.488570e+00
2.303367554427111e+00	5.718408e-01	1.549294e+00
2.308250366927111e+00	5.436054e-01	1.607235e+00
2.313133179427111e+00	5.126160e-01	1.662100e+00
2.318015991927111e+00	4.790296e-01	1.713610e+00
2.322898804427111e+00	4.430162e-01	1.761505e+00
2.327781616927111e+00	4.047585e-01	1.805542e+00
2.332664429427111e+00	3.644502e-01	1.845498e+00
2.337547241927111e+00	3.222955e-01	1.881170e+00
2.342430054427111e+00	2.785079e-01	1.912379e+00
2.347312866927111e+00	2.333094e-01	1.938964e+00
2.352195679427111e+00	1.869289e-01	1.960793e+00
2.357078491927111e+00	1.396014e-01	1.977755e+00
2.361961304427111e+00	9.156662e-02	1.989762e+00
2.366844116927111e+00	4.306796e-02	1.996756e+00
2.371726929427111e+00	-5.648885e-03	1.998699e+00
2.376609741927111e+00	-5.433711e-02	1.995583e+00
2.381492554427111e+00	-1.027500e-01	1.987423e+00
2.386375366927111e+00	-1.506424e-01	1.974260e+00
2.391258179427111e+00	-1.977716e-01	1.956162e+00
2.396140991927111e+00	-2.438988e-01	1.933219e+00
2.401023804427111e+00	-2.887903e-01	1.905549e+00
2.405906616927111e+00	-3.322188e-01	1.873290e+00
2.410789429427111e+00	-3.739641e-01	1.836608e+00
2.415672241927111e+00	-4.138149e-01	1.795687e+00
2.420555054427111e+00	-4.515691e-01	1.750734e+00
2.425437866927111e+00	-4.870357e-01	1.701979e+00
2.430320679427111e+00	-5.200347e-01	1.649667e+00
2.435203491927111e+00	-5.503991e-01	1.594063e+00
2.440086304427111e+00	-5.779751e-01	1.535450e+00
2.444969116927111e+00	-6.026229e-01	1.474124e+00
2.449851929427111e+00	-6.242177e-01	1.410397e+00
2.454734741927111e+00	-6.426500e-01	1.344589e+00
2.459617554427111e+00	-6.578265e-01	1.277037e+00
2.464500366927111e+00	-6.696703e-01	1.208080e+00
2.469383179427111e+00	-6.781213e-01	1.138070e+00
2.474265991927111e+00	-6.831369e-01	1.067359e+00
2.479148804427111e+00	-6.846915e-01	9.963081e-01
2.484031616927111e+00	-6.827773e-01	9.252754e-01
2.488914429427111e+00	-6.774039e-01	8.546213e-01
2.493797241927111e+00	-6.685987e-01	7.847036e-01
2.498680054427111e+00	-6.564062e-01	7.158767e-01
2.503562866927111e+00	-6.408881e-01	6.484892e-01
2.508445679427111e+00	-6.221232e-01	5.828825e-01
2.513328491927111e+00	-6.002064e-01	5.193890e-01
2.518211304427111e+00	-5.752488e-01	4.583304e-01
2.523094116927111e+00	-5.473769e-01	4.000160e-01
2.527976929427111e+00	-5.167318e-01	3.447412e-01
2.532859741927111e+00	-4.834688e-01	2.927861e-01
2.537742554427111e+00	-4.477565e-01	2.444139e-01
2.542625366927111e+00	-4.097757e-01	1.998697e-01
2.547508179427111e+00	-3.697188e-01	1.593791e-01
2.552390991927111e+00	-3.277889e-01	1.231473e-01
2.557273804427111e+00	-2.841983e-01	9.135777e-02
2.562156616927111e+00	-2.391680e-01	6.417164e-02
2.567039429427111e+00	-1.929258e-01	4.172662e-02
2.571922241927111e+00	-1.457063e-01	2.413643e-02
2.576805054427111e+00	-9.774861e-02	1.149018e-02
2.581687866927111e+00	-4.929567e-02	3.851934e-03
2.586570679427111e+00	-5.929779e-04	1.260395e-03
2.591453491927111e+00	4.811273e-02	3.728691e-03
2.596336304427111e+00	9.657469e-02	1.124432e-02
2.601219116927111e+00	1.445474e-01	2.376920e-02
2.606101929427111e+00	1.917878e-01	4.123988e-02
2.610984741927111e+00	2.380566e-01	6.356785e-02
2.615867554427111e+00	2.831193e-01	9.063999e-02
2.620750366927111e+00	3.267477e-01	1.223191e-01
2.625633179427111e+00	3.687207e-01	1.584448e-01
2.630515991927111e+00	4.088257e-01	1.988340e-01
2.635398804427111e+00	4.468595e-01	2.432821e-01
2.640281616927111e+00	4.826294e-01	2.915639e-01
2.645164429427111e+00	5.159542e-01	3.434347e-01
2.650047241927111e+00	5.466651e-01	3.986319e-01
2.654930054427111e+00	5.746064e-01	4.568757e-01
2.659812866927111e+00	5.996367e-01	5.178711e-01
2.664695679427111e+00	6.216291e-01	5.813090e-01
2.669578491927111e+00	6.404722e-01	6.468681e-01
2.674461304427111e+00	6.560704e-01	7.142163e-01
2.679344116927111e+00	6.683449e-01	7.830123e-01
2.684226929427111e+00	6.772334e-01	8.529076e-01
2.689109741927111e+00	6.826909e-01	9.235481e-01
2.693992554427111e+00	6.846897e-01	9.945759e-01
2.698875366927111e+00	6.832197e-01	1.065631e+00
2.703758179427111e+00	6.782884e-01	1.136354e+00
2.708640991927111e+00	6.699207e-01	1.206386e+00
2.713523804427111e+00	6.581591e-01	1.275372e+00
2.718406616927111e+00	6.430631e-01	1.342963e+00
2.723289429427111e+00	6.247091e-01	1.408817e+00
2.728172241927111e+00	6.031902e-01	1.472600e+00
2.733055054427111e+00	5.786155e-01	1.533988e+00
2.737937866927111e+00	5.511094e-01	1.592670e+00
2.742820679427111e+00	5.208112e-01	1.648351e+00
2.747703491927111e+00	4.878744e-01	1.700746e+00
2.752586304427111e+00	4.524661e-01	1.749592e+00
2.757469116927111e+00	4.147654e-01	1.794639e+00
2.762351929427111e+00	3.749633e-01	1.835661e+00
2.767234741927111e+00	3.332617e-01	1.872449e+00
2.772117554427111e+00	2.898717e-01	1.904817e+00
2.777000366927111e+00	2.450131e-01	1.932602e+00
2.781883179427111e+00	1.989133e-01	1.955661e+00
2.786765991927111e+00	1.518057e-01	1.973879e+00
2.791648804427111e+00	1.039290e-01	1.987162e+00
2.796531616927111e+00	5.552584e-02	1.995445e+00
2.801414429427111e+00	6.841348e-03	1.998684e+00
2.806297241927111e+00	-4.187779e-02	1.996864e+00
2.811180054427111e+00	-9.038476e-02	1.989994e+00
2.816062866927111e+00	-1.384338e-01	1.978107e+00
2.820945679427111e+00	-1.857815e-01	1.961266e+00
2.825828491927111e+00	-2.321880e-01	1.939554e+00
2.830711304427111e+00	-2.774182e-01	1.913083e+00
2.835594116927111e+00	-3.212428e-01	1.881986e+00
2.840476929427111e+00	-3.634400e-01	1.846420e+00
2.845359741927111e+00	-4.037960e-01	1.806566e+00
2.850242554427111e+00	-4.421061e-01	1.762626e+00
2.855125366927111e+00	-4.781765e-01	1.714822e+00
2.860008179427111e+00	-5.118243e-01	1.663396e+00
2.864890991927111e+00	-5.428790e-01	1.608610e+00
2.869773804427111e+00	-5.711834e-01	1.550740e+00
2.874656616927111e+00	-5.965940e-01	1.490080e+00
2.879539429427111e+00	-6.189822e-01	1.426938e+00
2.884422241927111e+00	-6.382344e-01	1.361632e+00
2.889305054427111e+00	-6.542532e-01	1.294494e+00
2.894187866927111e+00	-6.669574e-01	1.225864e+00
2.899070679427111e+00	-6.762826e-01	1.156090e+00
2.903953491927111e+00	-6.821815e-01	1.085525e+00
2.908836304427111e+00	-6.846244e-01	1.014527e+00
2.913719116927111e+00	-6.835988e-01	9.434549e-01
2.918601929427111e+00	-6.791099e-01	8.726695e-01
2.923484741927111e+00	-6.711805e-01	8.025291e-01
2.928367554427111e+00	-6.598507e-01	7.333891e-01
2.933250366927111e+00	-6.451780e-01	6.655998e-01
2.938133179427111e+00	-6.272365e-01	5.995047e-01
2.943015991927111e+00	-6.061174e-01	5.354385e-01
2.947898804427111e+00	-5.819275e-01	4.737260e-01
2.952781616927111e+00	-5.547895e-01	4.146796e-01
2.957664429427111e+00	-5.248407e-01	3.585986e-01
2.962547241927111e+00	-4.922329e-01	3.057670e-01
2.967430054427111e+00	-4.571314e-01	2.564526e-01
2.972312866927111e+00	-4.197139e-01	2.109052e-01
2.977195679427111e+00	-3.801701e-01	1.693555e-01
2.982078491927111e+00	-3.387002e-01	1.320139e-01
2.986961304427111e+00	-2.955144e-01	9.906985e-02
2.991844116927111e+00	-2.508314e-01	7.069007e-02
2.996726929427111e+00	-2.048776e-01	4.701837e-02
3.001609741927111e+00	-1.578859e-01	2.817469e-02
3.006492554427111e+00	-1.100942e-01	1.425449e-02
3.011375366927111e+00	-6.174484e-02	5.328286e-03
3.016258179427111e+00	-1.308261e-02	1.441313e-03
3.021140991927111e+00	3.564591e-02	2.613258e-03
3.026023804427111e+00	8.419386e-02	8.838183e-03
3.030906616927111e+00	1.323152e-01	2.008455e-02
3.035789429427111e+00	1.797663e-01	3.629539e-02
3.040672241927111e+00	2.263067e-01	5.738857e-02
3.045555054427111e+00	2.717005e-01	8.325723e-02
3.050437866927111e+00	3.157178e-01	1.137703e-01
3.055320679427111e+00	3.581357e-01	1.487732e-01
3.060203491927111e+00	3.987392e-01	1.880886e-01
3.065086304427111e+00	4.373225e-01	2.315173e-01
3.069969116927111e+00	4.736903e-01	2.788394e-01
3.074851929427111e+00	5.076582e-01	3.298150e-01
3.079734741927111e+00	5.390543e-01	3.841859e-01
3.084617554427111e+00	5.677194e-01	4.416766e-01
3.089500366927111e+00	5.935083e-01	5.019959e-01
3.094383179427111e+00	6.162903e-01	5.648382e-01
3.099265991927111e+00	6.359501e-01	6.298851e-01
3.104148804427111e+00	6.523881e-01	6.968071e-01
3.109031616927111e+00	6.655209e-01	7.652652e-01
3.113914429427111e+00	6.752820e-01	8.349124e-01
3.118797241927111e+00	6.816220e-01	9.053960e-01
3.123680054427111e+00	6.845087e-01	9.763589e-01
3.128562866927111e+00	6.839275e-01	1.047441e+00
3.133445679427111e+00	6.798815e-01	1.118284e+00
3.138328491927111e+00	6.723909e-01	1.188527e+00
3.143211304427111e+00	6.614940e-01	1.257815e+00
3.148094116927111e+00	6.472457e-01	1.325796e+00
3.152976929427111e+00	6.297183e-01	1.392127e+00
3.157859741927111e+00	6.090007e-01	1.456472e+00
3.162742554427111e+00	5.851977e-01	1.518504e+00
3.167625366927111e+00	5.584300e-01	1.577909e+00
3.172508179427111e+00	5.288331e-01	1.634386e+00
3.177390991927111e+00	4.965570e-01	1.687649e+00
3.182273804427111e+00	4.617653e-01	1.737429e+00
3.187156616927111e+00	4.246342e-01	1.783472e+00
3.192039429427111e+00	3.853518e-01	1.825546e+00
3.196922241927111e+00	3.441171e-01	1.863438e+00
3.201805054427111e+00	3.011390e-01	1.896955e+00
3.206687866927111e+00	2.566353e-01	1.925928e+00
3.211570679427111e+00	2.108315e-01	1.950210e+00
3.216453491927111e+00	1.639595e-01	1.969678e+00
3.221336304427111e+00	1.162569e-01	1.984234e+00
3.226219116927111e+00	6.796526e-02	1.993803e+00
3.231101929427111e+00	1.932933e-02	1.998337e+00
3.235984741927111e+00	-2.940451e-02	1.997814e+00
3.240867554427111e+00	-7.798938e-02	1.992235e+00
3.245750366927111e+00	-1.261791e-01	1.981629e+00
3.250633179427111e+00	-1.737296e-01	1.966050e+00
3.255515991927111e+00	-2.203999e-01	1.945577e+00
3.260398804427111e+00	-2.659537e-01	1.920313e+00
3.265281616927111e+00	-3.101600e-01	1.890387e+00
3.270164429427111e+00	-3.527950e-01	1.855950e+00
3.275047241927111e+00	-3.936426e-01	1.817177e+00
3.279930054427111e+00	-4.324960e-01	1.774263e+00
3.284812866927111e+00	-4.691581e-01	1.727427e+00
3.289695679427111e+00	-5.034435e-01	1.676905e+00
3.294578491927111e+00	-5.351782e-01	1.622954e+00
3.299461304427111e+00	-5.642016e-01	1.565847e+00
3.304344116927111e+00	-5.903667e-01	1.505873e+00
3.309226929427111e+00	-6.135408e-01	1.443337e+00
3.314109741927111e+00	-6.336064e-01	1.378554e+00
3.318992554427111e+00	-6.504622e-01	1.311854e+00
3.323875366927111e+00	-6.640224e-01	1.243573e+00
3.328758179427111e+00	-6.742187e-01	1.174059e+00
3.333640991927111e+00	-6.809992e-01	1.103662e+00
3.338523804427111e+00	-6.843295e-01	1.032741e+00
3.343406616927111e+00	-6.841928e-01	9.616532e-01
3.348289429427111e+00	-6.805899e-01	8.907601e-01
3.353172241927111e+00	-6.735389e-01	8.204203e-01
3.358055054427111e+00	-6.630757e-01	7.509903e-01
3.362937866927111e+00	-6.492531e-01	6.828218e-01
3.367820679427111e+00	-6.321412e-01	6.162602e-01
3.372703491927111e+00	-6.118267e-01	5.516428e-01
3.377586304427111e+00	-5.884126e-01	4.892967e-01
3.382469116927111e+00	-5.620174e-01	4.295380e-01
3.387351929427111e+00	-5.327749e-01	3.726694e-01
3.392234741927111e+00	-5.008333e-01	3.189790e-01
3.397117554427111e+00	-4.663543e-01	2.687387e-01
3.402000366927111e+00	-4.295126e-01	2.222032e-01
3.406883179427111e+00	-3.904949e-01	1.796082e-01
3.411765991927111e+00	-3.494988e-01	1.411695e-01
3.416648804427111e+00	-3.067321e-01	1.070818e-01
3.421531616927111e+00	-2.624114e-01	7.751776e-02
3.426414429427111e+00	-2.167612e-01	5.262725e-02
3.431297241927111e+00	-1.700129e-01	3.253635e-02
3.436180054427111e+00	-1.224033e-01	1.734682e-02
3.441062866927111e+00	-7.417348e-02	7.135637e-03
3.445945679427111e+00	-2.556790e-02	1.954520e-03
3.450828491927111e+00	2.316721e-02	1.829721e-03
3.455711304427111e+00	7.178497e-02	6.761873e-03
3.460594116927111e+00	1.200391e-01	1.672599e-02
3.465476929427111e+00	1.676850e-01	3.167159e-02
3.470359741927111e+00	2.144814e-01	5.152295e-02
3.475242554427111e+00	2.601913e-01	7.617950e-02
3.480125366927111e+00	3.045829e-01	1.055163e-01
3.485008179427111e+00	3.474315e-01	1.393848e-01
3.489890991927111e+00	3.885199e-01	1.776134e-01
3.494773804427111e+00	4.276399e-01	2.200083e-01
3.499656616927111e+00	4.645935e-01	2.663549e-01
3.504539429427111e+00	4.991933e-01	3.164182e-01
3.509422241927111e+00	5.312641e-01	3.699448e-01
3.514305054427111e+00	5.606434e-01	4.266633e-01
3.519187866927111e+00	5.871824e-01	4.862864e-01
3.524070679427111e+00	6.107466e-01	5.485122e-01
3.528953491927111e+00	6.312165e-01	6.130252e-01
3.533836304427111e+00	6.484886e-01	6.794988e-01
3.538719116927111e+00	6.624753e-01	7.475961e-01
3.543601929427111e+00	6.731058e-01	8.169721e-01
3.548484741927111e+00	6.803262e-01	8.872753e-01
3.553367554427111e+00	6.840999e-01	9.581497e-01
3.558250366927111e+00	6.844078e-01	1.029236e+00
3.563133179427111e+00	6.812483e-01	1.100174e+00
3.568015991927111e+00	6.746374e-01	1.170605e+00
3.572898804427111e+00	6.646087e-01	1.240171e+00
3.577781616927111e+00	6.512129e-01	1.308521e+00
3.582664429427111e+00	6.345180e-01	1.375307e+00
3.587547241927111e+00	6.146085e-01	1.440192e+00
3.592430054427111e+00	5.915852e-01	1.502847e+00
3.597312866927111e+00	5.655648e-01	1.562955e+00
3.602195679427111e+00	5.366790e-01	1.620210e+00
3.607078491927111e+00	5.050744e-01	1.674323e+00
3.611961304427111e+00	4.709109e-01	1.725020e+00
3.616844116927111e+00	4.343618e-01	1.772044e+00
3.621726929427111e+00	3.956120e-01	1.815156e+00
3.626609741927111e+00	3.548580e-01	1.854139e+00
3.631492554427111e+00	3.123062e-01	1.888794e+00
3.636375366927111e+00	2.681722e-01	1.918947e+00
3.641258179427111e+00	2.226795e-01	1.944444e+00
3.646140991927111e+00	1.760588e-01	1.965156e+00
3.651023804427111e+00	1.285460e-01	1.980978e+00
3.655906616927111e+00	8.038209e-02	1.991830e+00
3.660789429427111e+00	3.181091e-02	1.997658e+00
3.665672241927111e+00	-1.692143e-02	1.998431e+00
3.670555054427111e+00	-6.556803e-02	1.994146e+00
3.675437866927111e+00	-1.138824e-01	1.984824e+00
3.680320679427111e+00	-1.616199e-01	1.970513e+00
3.685203491927111e+00	-2.085385e-01	1.951285e+00
3.690086304427111e+00	-2.544006e-01	1.927238e+00
3.694969116927111e+00	-2.989739e-01	1.898493e+00
3.699851929427111e+00	-3.420325e-01	1.865196e+00
3.704734741927111e+00	-3.833582e-01	1.827515e+00
3.709617554427111e+00	-4.227418e-01	1.785643e+00
3.714500366927111e+00	-4.599836e-01	1.739790e+00
3.719383179427111e+00	-4.948951e-01	1.690189e+00
3.724265991927111e+00	-5.272993e-01	1.637091e+00
3.729148804427111e+00	-5.570321e-01	1.580766e+00
3.734031616927111e+00	-5.839428e-01	1.521498e+00
3.738914429427111e+00	-6.078951e-01	1.459589e+00
3.743797241927111e+00	-6.287676e-01	1.395350e+00
3.748680054427111e+00	-6.464547e-01	1.329109e+00
3.753562866927111e+00	-6.608667e-01	1.261201e+00
3.758445679427111e+00	-6.719305e-01	1.191969e+00
3.763328491927111e+00	-6.795902e-01	1.121765e+00
3.768211304427111e+00	-6.838068e-01	1.050944e+00
3.773094116927111e+00	-6.845592e-01	9.798644e-01
3.777976929427111e+00	-6.818434e-01	9.088870e-01
3.782859741927111e+00	-6.756732e-01	8.383713e-01
3.787742554427111e+00	-6.660800e-01	7.686744e-01
3.792625366927111e+00	-6.531122e-01	7.001494e-01
3.797508179427111e+00	-6.368355e-01	6.331435e-01
3.802390991927111e+00	-6.173325e-01	5.679961e-01
3.807273804427111e+00	-5.947019e-01	5.050375e-01
3.812156616927111e+00	-5.690584e-01	4.445863e-01
3.817039429427111e+00	-5.405319e-01	3.869490e-01
3.821922241927111e+00	-5.092669e-01	3.324176e-01
3.826805054427111e+00	-4.754219e-01	2.812682e-01
3.831687866927111e+00	-4.391682e-01	2.337602e-01
3.836570679427111e+00	-4.006897e-01	1.901340e-01
3.841453491927111e+00	-3.601811e-01	1.506108e-01
3.846336304427111e+00	-3.178477e-01	1.153908e-01
3.851219116927111e+00	-2.739041e-01	8.465244e-02
3.856101929427111e+00	-2.285728e-01	5.855140e-02
3.860984741927111e+00	-1.820834e-01	3.721996e-02
3.865867554427111e+00	-1.346716e-01	2.076617e-02
3.870750366927111e+00	-8.657748e-02	9.273386e-03
3.875633179427111e+00	-3.804472e-02	2.799847e-03
3.880515991927111e+00	1.068078e-02	1.378343e-03
3.885398804427111e+00	5.935217e-02	5.016076e-03
3.890281616927111e+00	1.077229e-01	1.369462e-02
3.895164429427111e+00	1.555479e-01	2.737000e-02
3.900047241927111e+00	2.025848e-01	4.597294e-02
3.904930054427111e+00	2.485954e-01	6.940919e-02
3.909812866927111e+00	2.933466e-01	9.756002e-02
3.914695679427111e+00	3.366116e-01	1.302828e-01
3.919578491927111e+00	3.781713e-01	1.674118e-01
3.924461304427111e+00	4.178151e-01	2.087588e-01
3.929344116927111e+00	4.553421e-01	2.541144e-01
3.934226929427111e+00	4.905623e-01	3.032489e-01
3.939109741927111e+00	5.232972e-01	3.559133e-01
3.943992554427111e+00	5.533809e-01	4.118407e-01
3.948875366927111e+00	5.806611e-01	4.707479e-01
3.953758179427111e+00	6.049995e-01	5.323364e-01
3.958640991927111e+00	6.262729e-01	5.962940e-01
3.963523804427111e+00	6.443734e-01	6.622971e-01
3.968406616927111e+00	6.592094e-01	7.300110e-01
3.973289429427111e+00	6.707057e-01	7.990927e-01
3.978172241927111e+00	6.788041e-01	8.691922e-01
3.983055054427111e+00	6.834635e-01	9.399544e-01
3.987937866927111e+00	6.846603e-01	1.011021e+00
3.992820679427111e+00	6.823884e-01	1.082031e+00
3.997703491927111e+00	6.766595e-01	1.152626e+00
4.002586304427112e+00	6.675023e-01	1.222448e+00
4.007469116927112e+00	6.549636e-01	1.291143e+00
4.012351929427112e+00	6.391066e-01	1.358362e+00
4.017234741927112e+00	6.200117e-01	1.423766e+00
4.022117554427112e+00	5.977757e-01	1.487024e+00
4.027000366927112e+00	5.725113e-01	1.547813e+00
4.031883179427112e+00	5.443464e-01	1.605828e+00
4.036765991927112e+00	5.134237e-01	1.660773e+00
4.041648804427112e+00	4.798999e-01	1.712371e+00
4.046531616927112e+00	4.439448e-01	1.760359e+00
4.051414429427112e+00	4.057406e-01	1.804495e+00
4.056297241927112e+00	3.654808e-01	1.844556e+00
4.061180054427112e+00	3.233694e-01	1.880338e+00
4.066062866927112e+00	2.796198e-01	1.911659e+00
4.070945679427112e+00	2.344535e-01	1.938362e+00
4.075828491927112e+00	1.880995e-01	1.960312e+00
4.080711304427112e+00	1.407925e-01	1.977395e+00
4.085594116927112e+00	9.277220e-02	1.989528e+00
4.090476929427112e+00	4.428193e-02	1.996647e+00
4.095359741927112e+00	-4.432681e-03	1.998716e+00
4.100242554427112e+00	-5.312483e-02	1.995726e+00
4.105125366927112e+00	-1.015478e-01	1.987692e+00
4.110008179427112e+00	-1.494563e-01	1.974653e+00
4.114890991927112e+00	-1.966077e-01	1.956677e+00
4.119773804427112e+00	-2.427630e-01	1.933854e+00
4.124656616927112e+00	-2.876883e-01	1.906299e+00
4.129539429427112e+00	-3.311562e-01	1.874153e+00
4.134422241927112e+00	-3.729463e-01	1.837579e+00
4.139305054427112e+00	-4.128470e-01	1.796761e+00
4.144187866927112e+00	-4.506561e-01	1.751907e+00
4.149070679427112e+00	-4.861821e-01	1.703243e+00
4.153953491927112e+00	-5.192449e-01	1.651016e+00
4.158836304427112e+00	-5.496771e-01	1.595491e+00
4.163719116927112e+00	-5.773246e-01	1.536949e+00
4.168601929427112e+00	-6.020471e-01	1.475687e+00
4.173484741927112e+00	-6.237196e-01	1.412015e+00
4.178367554427112e+00	-6.422321e-01	1.346256e+00
4.183250366927112e+00	-6.574908e-01	1.278742e+00
4.188133179427112e+00	-6.694187e-01	1.209816e+00
4.193015991927112e+00	-6.779550e-01	1.139827e+00
4.197898804427112e+00	-6.830567e-01	1.069130e+00
4.202781616927112e+00	-6.846978e-01	9.980822e-01
4.207664429427112e+00	-6.828700e-01	9.270443e-01
4.212547241927112e+00	-6.775827e-01	8.563761e-01
4.217430054427112e+00	-6.688626e-01	7.864355e-01
4.222312866927112e+00	-6.567539e-01	7.175767e-01
4.227195679427112e+00	-6.413179e-01	6.501489e-01
4.232078491927112e+00	-6.226328e-01	5.844933e-01
4.236961304427112e+00	-6.007933e-01	5.209429e-01
4.241844116927112e+00	-5.759100e-01	4.598195e-01
4.246726929427112e+00	-5.481090e-01	4.014327e-01
4.251609741927112e+00	-5.175312e-01	3.460784e-01
4.256492554427112e+00	-4.843314e-01	2.940370e-01
4.261375366927112e+00	-4.486778e-01	2.455721e-01
4.266258179427112e+00	-4.107512e-01	2.009293e-01
4.271140991927112e+00	-3.707435e-01	1.603348e-01
4.276023804427112e+00	-3.288576e-01	1.239943e-01
4.280906616927112e+00	-2.853056e-01	9.209172e-02
4.285789429427112e+00	-2.403082e-01	6.478885e-02
4.290672241927112e+00	-1.940933e-01	4.222396e-02
4.295555054427112e+00	-1.468951e-01	2.451137e-02
4.300437866927112e+00	-9.895267e-02	1.174082e-02
4.305320679427112e+00	-5.050891e-02	3.977012e-03
4.310203491927112e+00	-1.809241e-03	1.259274e-03
4.315086304427112e+00	4.689960e-02	3.601376e-03
4.319969116927112e+00	9.537084e-02	1.099145e-02
4.324851929427112e+00	1.433589e-01	2.339207e-02
4.329734741927112e+00	1.906207e-01	4.074039e-02
4.334617554427112e+00	2.369168e-01	6.294853e-02
4.339500366927112e+00	2.820126e-01	8.990399e-02
4.344383179427112e+00	3.256797e-01	1.214702e-01
4.349265991927112e+00	3.676968e-01	1.574872e-01
4.354148804427112e+00	4.078511e-01	1.977726e-01
4.359031616927112e+00	4.459392e-01	2.421222e-01
4.363914429427112e+00	4.817680e-01	2.903115e-01
4.368797241927112e+00	5.151560e-01	3.420961e-01
4.373680054427112e+00	5.459342e-01	3.972138e-01
4.378562866927112e+00	5.739465e-01	4.553854e-01
4.383445679427112e+00	5.990512e-01	5.163161e-01
4.388328491927112e+00	6.211208e-01	5.796973e-01
4.393211304427112e+00	6.400438e-01	6.452077e-01
4.398094116927112e+00	6.557241e-01	7.125157e-01
4.402976929427112e+00	6.680824e-01	7.812800e-01
4.407859741927112e+00	6.770561e-01	8.511525e-01
4.412742554427112e+00	6.825996e-01	9.217790e-01
4.417625366927112e+00	6.846849e-01	9.928018e-01
4.422508179427112e+00	6.833014e-01	1.063861e+00
4.427390991927112e+00	6.784563e-01	1.134597e+00
4.432273804427112e+00	6.701739e-01	1.204651e+00
4.437156616927112e+00	6.584961e-01	1.273668e+00
4.442039429427112e+00	6.434824e-01	1.341298e+00
4.446922241927112e+00	6.252086e-01	1.407199e+00
4.451805054427112e+00	6.037674e-01	1.471038e+00
4.456687866927112e+00	5.792674e-01	1.532490e+00
4.461570679427112e+00	5.518326e-01	1.591244e+00
4.466453491927112e+00	5.216022e-01	1.647003e+00
4.471336304427112e+00	4.887291e-01	1.699484e+00
4.476219116927112e+00	4.533801e-01	1.748421e+00
4.481101929427112e+00	4.157342e-01	1.793567e+00
4.485984741927112e+00	3.759820e-01	1.834692e+00
4.490867554427112e+00	3.343251e-01	1.871588e+00
4.495750366927112e+00	2.909743e-01	1.904069e+00
4.500633179427112e+00	2.461495e-01	1.931969e+00
4.505515991927112e+00	2.000776e-01	1.955148e+00
4.510398804427112e+00	1.529921e-01	1.973488e+00
4.515281616927112e+00	1.051315e-01	1.986896e+00
4.520164429427112e+00	5.673824e-02	1.995304e+00
4.525047241927112e+00	8.057568e-03	1.998669e+00
4.529930054427112e+00	-4.066392e-02	1.996975e+00
4.534812866927112e+00	-8.917938e-02	1.990230e+00
4.539695679427112e+00	-1.372430e-01	1.978469e+00
4.544578491927112e+00	-1.846114e-01	1.961750e+00
4.549461304427112e+00	-2.310444e-01	1.940159e+00
4.554344116927112e+00	-2.763070e-01	1.913804e+00
4.559226929427112e+00	-3.201696e-01	1.882820e+00
4.564109741927112e+00	-3.624102e-01	1.847364e+00
4.568992554427112e+00	-4.028148e-01	1.807614e+00
