time	V(vin)	V(vout)
5.868021209517125e-01	2.000000e+00	1.940706e+00
5.916849334517125e-01	2.000000e+00	1.946884e+00
5.965677459517125e-01	2.000000e+00	1.952933e+00
6.014505584517125e-01	2.000000e+00	1.958833e+00
6.063333709517125e-01	2.000000e+00	1.964562e+00
6.112161834517125e-01	2.000000e+00	1.970105e+00
6.160989959517125e-01	2.000000e+00	1.975446e+00
6.209818084517125e-01	2.000000e+00	1.980570e+00
6.258646209517125e-01	2.000000e+00	1.985467e+00
6.307474334517125e-01	2.000000e+00	1.990127e+00
6.356302459517125e-01	2.000000e+00	1.994542e+00
6.405130584517125e-01	2.000000e+00	1.998705e+00
6.453958709517125e-01	2.000000e+00	2.002613e+00
6.502786834517125e-01	2.000000e+00	2.006262e+00
6.600443084517125e-01	2.000000e+00	2.012777e+00
6.698099334517125e-01	2.000000e+00	2.018255e+00
6.795755584517125e-01	2.000000e+00	2.022718e+00
6.893411834517125e-01	2.000000e+00	2.026206e+00
6.942239959517125e-01	2.000000e+00	2.027599e+00
6.991068084517125e-01	2.000000e+00	2.028769e+00
7.039896209517125e-01	2.000000e+00	2.029725e+00
7.088724334517125e-01	2.000000e+00	2.030475e+00
7.137552459517125e-01	2.000000e+00	2.031027e+00
7.186380584517125e-01	2.000000e+00	2.031393e+00
7.235208709517125e-01	2.000000e+00	2.031581e+00
7.284036834517125e-01	2.000000e+00	2.031603e+00
7.332864959517125e-01	2.000000e+00	2.031468e+00
7.381693084517125e-01	2.000000e+00	2.031187e+00
7.430521209517125e-01	2.000000e+00	2.030771e+00
7.479349334517125e-01	2.000000e+00	2.030230e+00
7.528177459517125e-01	2.000000e+00	2.029574e+00
7.577005584517125e-01	2.000000e+00	2.028815e+00
7.625833709517125e-01	2.000000e+00	2.027962e+00
7.674661834517125e-01	2.000000e+00	2.027025e+00
7.723489959517125e-01	2.000000e+00	2.026015e+00
7.772318084517125e-01	2.000000e+00	2.024941e+00
7.821146209517125e-01	2.000000e+00	2.023812e+00
7.869974334517125e-01	2.000000e+00	2.022637e+00
7.918802459517125e-01	2.000000e+00	2.021425e+00
7.967630584517125e-01	2.000000e+00	2.020185e+00
8.016458709517125e-01	2.000000e+00	2.018923e+00
8.065286834517125e-01	2.000000e+00	2.017648e+00
8.114114959517125e-01	2.000000e+00	2.016366e+00
8.162943084517125e-01	2.000000e+00	2.015085e+00
8.211771209517125e-01	2.000000e+00	2.013810e+00
8.260599334517125e-01	2.000000e+00	2.012548e+00
8.309427459517125e-01	2.000000e+00	2.011304e+00
8.358255584517125e-01	2.000000e+00	2.010082e+00
8.407083709517125e-01	2.000000e+00	2.008888e+00
8.455911834517125e-01	2.000000e+00	2.007726e+00
8.504739959517125e-01	2.000000e+00	2.006599e+00
8.553568084517125e-01	2.000000e+00	2.005510e+00
8.602396209517125e-01	2.000000e+00	2.004463e+00
8.651224334517125e-01	2.000000e+00	2.003459e+00
8.700052459517125e-01	2.000000e+00	2.002502e+00
8.748880584517125e-01	2.000000e+00	2.001593e+00
8.797708709517125e-01	2.000000e+00	2.000734e+00
8.895364959517125e-01	2.000000e+00	1.999166e+00
8.993021209517125e-01	2.000000e+00	1.997806e+00
9.090677459517125e-01	2.000000e+00	1.996653e+00
9.188333709517125e-01	2.000000e+00	1.995704e+00
9.285989959517125e-01	2.000000e+00	1.994952e+00
9.383646209517125e-01	2.000000e+00	1.994387e+00
9.432474334517125e-01	2.000000e+00	1.994172e+00
9.481302459517125e-01	2.000000e+00	1.993998e+00
9.530130584517125e-01	2.000000e+00	1.993865e+00
9.578958709517125e-01	2.000000e+00	1.993770e+00
9.627786834517125e-01	2.000000e+00	1.993712e+00
9.676614959517125e-01	2.000000e+00	1.993688e+00
9.725443084517125e-01	2.000000e+00	1.993696e+00
9.774271209517125e-01	2.000000e+00	1.993735e+00
9.823099334517125e-01	2.000000e+00	1.993802e+00
9.871927459517125e-01	2.000000e+00	1.993896e+00
9.951171885000001e-01	2.000000e+00	1.994095e+00
1.000000001000000e+00	2.000000e+00	1.994245e+00
1.000000001100000e+00	1.600000e+00	1.994245e+00
1.000000001300000e+00	7.999999e-01	1.994245e+00
1.000000001453299e+00	1.868051e-01	1.994245e+00
1.000000001605963e+00	-4.238504e-01	1.994245e+00
1.000000001831006e+00	-1.324023e+00	1.994245e+00
1.000000002000000e+00	-1.999999e+00	1.994245e+00
1.000000002079815e+00	-2.000000e+00	1.994245e+00
1.000000002186234e+00	-2.000000e+00	1.994245e+00
1.000000002399073e+00	-2.000000e+00	1.994244e+00
1.000000002824750e+00	-2.000000e+00	1.994244e+00
1.000000003390932e+00	-2.000000e+00	1.994244e+00
1.000000004144497e+00	-2.000000e+00	1.994244e+00
1.000000005085225e+00	-2.000000e+00	1.994244e+00
1.000000006337110e+00	-2.000000e+00	1.994244e+00
1.000000007938994e+00	-2.000000e+00	1.994246e+00
1.000000009927228e+00	-2.000000e+00	1.994252e+00
1.000000012023893e+00	-2.000000e+00	1.994265e+00
1.000000014338288e+00	-2.000000e+00	1.994292e+00
1.000000017294082e+00	-2.000000e+00	1.994351e+00
1.000000020596992e+00	-2.000000e+00	1.994455e+00
1.000000026156868e+00	-2.000000e+00	1.994716e+00
1.000000032015165e+00	-2.000000e+00	1.995084e+00
1.000000038569423e+00	-2.000000e+00	1.995587e+00
1.000000045118085e+00	-2.000000e+00	1.996141e+00
1.000000052788973e+00	-2.000000e+00	1.996791e+00
1.000000061091456e+00	-2.000000e+00	1.997419e+00
1.000000071261882e+00	-2.000000e+00	1.998019e+00
1.000000080465302e+00	-2.000000e+00	1.998349e+00
1.000000091286264e+00	-2.000000e+00	1.998452e+00
1.000000102351190e+00	-2.000000e+00	1.998275e+00
1.000000114389830e+00	-2.000000e+00	1.997809e+00
1.000000126675938e+00	-2.000000e+00	1.997122e+00
1.000000140868784e+00	-2.000000e+00	1.996182e+00
1.000000156688639e+00	-2.000000e+00	1.995106e+00
1.000000176051128e+00	-2.000000e+00	1.993903e+00
1.000000193596034e+00	-2.000000e+00	1.993034e+00
1.000000213476662e+00	-2.000000e+00	1.992371e+00
1.000000233764962e+00	-2.000000e+00	1.992041e+00
1.000000259805401e+00	-2.000000e+00	1.992027e+00
1.000000293865041e+00	-2.000000e+00	1.992381e+00
1.000000329180065e+00	-2.000000e+00	1.992914e+00
1.000000364351989e+00	-2.000000e+00	1.993413e+00
1.000000398718694e+00	-2.000000e+00	1.993773e+00
1.000000423269913e+00	-2.000000e+00	1.993938e+00
1.000000443619704e+00	-2.000000e+00	1.994020e+00
1.000000465485619e+00	-2.000000e+00	1.994072e+00
1.000000489521078e+00	-2.000000e+00	1.994105e+00
1.000000514053564e+00	-2.000000e+00	1.994125e+00
1.000000541574634e+00	-2.000000e+00	1.994142e+00
1.000000573853448e+00	-2.000000e+00	1.994160e+00
1.000000610630084e+00	-2.000000e+00	1.994180e+00
1.000000650539018e+00	-2.000000e+00	1.994200e+00
1.000000688049553e+00	-2.000000e+00	1.994216e+00
1.000000726039433e+00	-2.000000e+00	1.994227e+00
1.000000761099340e+00	-2.000000e+00	1.994233e+00
1.000000799037825e+00	-2.000000e+00	1.994237e+00
1.000000833536169e+00	-2.000000e+00	1.994239e+00
1.000000876313482e+00	-2.000000e+00	1.994241e+00
1.000000925696282e+00	-2.000000e+00	1.994242e+00
1.000001002089301e+00	-2.000000e+00	1.994243e+00
1.000001098150202e+00	-2.000000e+00	1.994244e+00
1.000001220706040e+00	-2.000000e+00	1.994244e+00
1.000001856035343e+00	-2.000000e+00	1.994245e+00
1.001006444599948e+00	-2.000000e+00	1.993624e+00
1.002011033164554e+00	-2.000000e+00	1.992098e+00
1.003015621729159e+00	-2.000000e+00	1.989667e+00
1.004020210293765e+00	-2.000000e+00	1.986329e+00
1.005024798858370e+00	-2.000000e+00	1.982086e+00
1.006029387422975e+00	-2.000000e+00	1.976937e+00
1.007033975987581e+00	-2.000000e+00	1.970882e+00
1.011916788487581e+00	-2.000000e+00	1.933389e+00
1.016799600987581e+00	-2.000000e+00	1.880192e+00
1.021682413487581e+00	-2.000000e+00	1.811306e+00
1.026565225987581e+00	-2.000000e+00	1.728058e+00
1.031448038487581e+00	-2.000000e+00	1.631759e+00
1.036330850987581e+00	-2.000000e+00	1.523704e+00
1.041213663487581e+00	-2.000000e+00	1.405165e+00
1.046096475987581e+00	-2.000000e+00	1.277382e+00
1.050979288487581e+00	-2.000000e+00	1.141564e+00
1.055862100987581e+00	-2.000000e+00	9.988853e-01
1.060744913487581e+00	-2.000000e+00	8.504765e-01
1.065627725987581e+00	-2.000000e+00	6.974272e-01
1.070510538487581e+00	-2.000000e+00	5.407805e-01
1.075393350987581e+00	-2.000000e+00	3.815315e-01
1.080276163487581e+00	-2.000000e+00	2.206255e-01
1.085158975987581e+00	-2.000000e+00	5.895647e-02
1.090041788487581e+00	-2.000000e+00	-1.026344e-01
1.094924600987581e+00	-2.000000e+00	-2.633590e-01
1.099807413487581e+00	-2.000000e+00	-4.224835e-01
1.104690225987581e+00	-2.000000e+00	-5.793276e-01
1.109573038487581e+00	-2.000000e+00	-7.332655e-01
1.114455850987581e+00	-2.000000e+00	-8.837248e-01
1.119338663487581e+00	-2.000000e+00	-1.030186e+00
1.124221475987581e+00	-2.000000e+00	-1.172183e+00
1.129104288487581e+00	-2.000000e+00	-1.309300e+00
1.133987100987581e+00	-2.000000e+00	-1.441171e+00
1.138869913487581e+00	-2.000000e+00	-1.567479e+00
1.143752725987581e+00	-2.000000e+00	-1.687956e+00
1.148635538487581e+00	-2.000000e+00	-1.802377e+00
1.153518350987581e+00	-2.000000e+00	-1.910561e+00
1.158401163487581e+00	-2.000000e+00	-2.012372e+00
1.163283975987581e+00	-2.000000e+00	-2.107711e+00
1.168166788487581e+00	-2.000000e+00	-2.196517e+00
1.177932413487581e+00	-2.000000e+00	-2.354469e+00
1.187698038487581e+00	-2.000000e+00	-2.486424e+00
1.197463663487581e+00	-2.000000e+00	-2.593047e+00
1.202346475987581e+00	-2.000000e+00	-2.637180e+00
1.207229288487581e+00	-2.000000e+00	-2.675406e+00
1.212112100987581e+00	-2.000000e+00	-2.707911e+00
1.216994913487581e+00	-2.000000e+00	-2.734896e+00
1.221877725987581e+00	-2.000000e+00	-2.756575e+00
1.226760538487581e+00	-2.000000e+00	-2.773176e+00
1.231643350987581e+00	-2.000000e+00	-2.784939e+00
1.236526163487581e+00	-2.000000e+00	-2.792109e+00
1.241408975987581e+00	-2.000000e+00	-2.794941e+00
1.246291788487581e+00	-2.000000e+00	-2.793694e+00
1.251174600987581e+00	-2.000000e+00	-2.788630e+00
1.256057413487581e+00	-2.000000e+00	-2.780017e+00
1.260940225987581e+00	-2.000000e+00	-2.768118e+00
1.265823038487581e+00	-2.000000e+00	-2.753200e+00
1.270705850987581e+00	-2.000000e+00	-2.735525e+00
1.275588663487581e+00	-2.000000e+00	-2.715354e+00
1.280471475987581e+00	-2.000000e+00	-2.692943e+00
1.285354288487581e+00	-2.000000e+00	-2.668544e+00
1.290237100987581e+00	-2.000000e+00	-2.642400e+00
1.295119913487581e+00	-2.000000e+00	-2.614751e+00
1.300002725987581e+00	-2.000000e+00	-2.585827e+00
1.304885538487581e+00	-2.000000e+00	-2.555849e+00
1.309768350987581e+00	-2.000000e+00	-2.525032e+00
1.314651163487581e+00	-2.000000e+00	-2.493579e+00
1.319533975987581e+00	-2.000000e+00	-2.461685e+00
1.324416788487581e+00	-2.000000e+00	-2.429534e+00
1.329299600987581e+00	-2.000000e+00	-2.397300e+00
1.334182413487581e+00	-2.000000e+00	-2.365147e+00
1.339065225987581e+00	-2.000000e+00	-2.333226e+00
1.343948038487581e+00	-2.000000e+00	-2.301681e+00
1.348830850987581e+00	-2.000000e+00	-2.270642e+00
1.353713663487581e+00	-2.000000e+00	-2.240230e+00
1.358596475987581e+00	-2.000000e+00	-2.210553e+00
1.363479288487581e+00	-2.000000e+00	-2.181713e+00
1.368362100987581e+00	-2.000000e+00	-2.153797e+00
1.373244913487581e+00	-2.000000e+00	-2.126884e+00
1.378127725987581e+00	-2.000000e+00	-2.101044e+00
1.383010538487581e+00	-2.000000e+00	-2.076335e+00
1.387893350987581e+00	-2.000000e+00	-2.052807e+00
1.392776163487581e+00	-2.000000e+00	-2.030502e+00
1.397658975987581e+00	-2.000000e+00	-2.009452e+00
1.402541788487581e+00	-2.000000e+00	-1.989681e+00
1.407424600987581e+00	-2.000000e+00	-1.971205e+00
1.417190225987581e+00	-2.000000e+00	-1.938171e+00
1.426955850987581e+00	-2.000000e+00	-1.910339e+00
1.436721475987581e+00	-2.000000e+00	-1.887605e+00
1.446487100987581e+00	-2.000000e+00	-1.869777e+00
1.451369913487581e+00	-2.000000e+00	-1.862625e+00
1.456252725987581e+00	-2.000000e+00	-1.856596e+00
1.461135538487581e+00	-2.000000e+00	-1.851651e+00
1.466018350987581e+00	-2.000000e+00	-1.847745e+00
1.470901163487581e+00	-2.000000e+00	-1.844833e+00
1.475783975987581e+00	-2.000000e+00	-1.842865e+00
1.480666788487581e+00	-2.000000e+00	-1.841792e+00
1.485549600987581e+00	-2.000000e+00	-1.841562e+00
1.490432413487581e+00	-2.000000e+00	-1.842125e+00
1.495315225987581e+00	-2.000000e+00	-1.843426e+00
1.500198038487581e+00	-2.000000e+00	-1.845414e+00
1.505080850987581e+00	-2.000000e+00	-1.848036e+00
1.509963663487581e+00	-2.000000e+00	-1.851237e+00
1.514846475987581e+00	-2.000000e+00	-1.854967e+00
1.519729288487581e+00	-2.000000e+00	-1.859174e+00
1.524612100987581e+00	-2.000000e+00	-1.863807e+00
1.529494913487581e+00	-2.000000e+00	-1.868816e+00
1.534377725987581e+00	-2.000000e+00	-1.874153e+00
1.539260538487581e+00	-2.000000e+00	-1.879772e+00
1.544143350987581e+00	-2.000000e+00	-1.885627e+00
1.549026163487581e+00	-2.000000e+00	-1.891674e+00
1.553908975987581e+00	-2.000000e+00	-1.897872e+00
1.558791788487581e+00	-2.000000e+00	-1.904181e+00
1.563674600987581e+00	-2.000000e+00	-1.910562e+00
1.568557413487581e+00	-2.000000e+00	-1.916980e+00
1.573440225987581e+00	-2.000000e+00	-1.923402e+00
1.578323038487581e+00	-2.000000e+00	-1.929795e+00
1.583205850987581e+00	-2.000000e+00	-1.936130e+00
1.588088663487581e+00	-2.000000e+00	-1.942379e+00
1.592971475987581e+00	-2.000000e+00	-1.948517e+00
1.597854288487581e+00	-2.000000e+00	-1.954522e+00
1.602737100987581e+00	-2.000000e+00	-1.960371e+00
1.607619913487581e+00	-2.000000e+00	-1.966046e+00
1.612502725987581e+00	-2.000000e+00	-1.971531e+00
1.617385538487581e+00	-2.000000e+00	-1.976810e+00
1.622268350987581e+00	-2.000000e+00	-1.981870e+00
1.627151163487581e+00	-2.000000e+00	-1.986700e+00
1.632033975987581e+00	-2.000000e+00	-1.991292e+00
1.636916788487581e+00	-2.000000e+00	-1.995636e+00
1.641799600987581e+00	-2.000000e+00	-1.999729e+00
1.646682413487581e+00	-2.000000e+00	-2.003565e+00
1.651565225987581e+00	-2.000000e+00	-2.007143e+00
1.661330850987581e+00	-2.000000e+00	-2.013516e+00
1.671096475987581e+00	-2.000000e+00	-2.018855e+00
1.680862100987581e+00	-2.000000e+00	-2.023185e+00
1.690627725987581e+00	-2.000000e+00	-2.026546e+00
1.695510538487581e+00	-2.000000e+00	-2.027879e+00
1.700393350987581e+00	-2.000000e+00	-2.028993e+00
1.705276163487581e+00	-2.000000e+00	-2.029893e+00
1.710158975987581e+00	-2.000000e+00	-2.030591e+00
1.715041788487581e+00	-2.000000e+00	-2.031094e+00
1.719924600987581e+00	-2.000000e+00	-2.031413e+00
1.724807413487581e+00	-2.000000e+00	-2.031557e+00
1.729690225987581e+00	-2.000000e+00	-2.031538e+00
1.734573038487581e+00	-2.000000e+00	-2.031365e+00
1.739455850987581e+00	-2.000000e+00	-2.031049e+00
1.744338663487581e+00	-2.000000e+00	-2.030600e+00
1.749221475987581e+00	-2.000000e+00	-2.030030e+00
1.754104288487581e+00	-2.000000e+00	-2.029348e+00
1.758987100987581e+00	-2.000000e+00	-2.028565e+00
1.763869913487581e+00	-2.000000e+00	-2.027691e+00
1.768752725987581e+00	-2.000000e+00	-2.026736e+00
1.773635538487581e+00	-2.000000e+00	-2.025710e+00
1.778518350987581e+00	-2.000000e+00	-2.024623e+00
1.783401163487581e+00	-2.000000e+00	-2.023483e+00
1.788283975987581e+00	-2.000000e+00	-2.022299e+00
1.793166788487581e+00	-2.000000e+00	-2.021081e+00
1.798049600987581e+00	-2.000000e+00	-2.019836e+00
1.802932413487581e+00	-2.000000e+00	-2.018572e+00
1.807815225987581e+00	-2.000000e+00	-2.017296e+00
1.812698038487581e+00	-2.000000e+00	-2.016016e+00
1.817580850987581e+00	-2.000000e+00	-2.014738e+00
1.822463663487581e+00	-2.000000e+00	-2.013468e+00
1.827346475987581e+00	-2.000000e+00	-2.012211e+00
1.832229288487581e+00	-2.000000e+00	-2.010974e+00
1.837112100987581e+00	-2.000000e+00	-2.009761e+00
1.841994913487581e+00	-2.000000e+00	-2.008576e+00
1.846877725987581e+00	-2.000000e+00	-2.007424e+00
1.851760538487581e+00	-2.000000e+00	-2.006308e+00
1.856643350987581e+00	-2.000000e+00	-2.005231e+00
1.861526163487581e+00	-2.000000e+00	-2.004197e+00
1.866408975987581e+00	-2.000000e+00	-2.003206e+00
1.871291788487581e+00	-2.000000e+00	-2.002263e+00
1.876174600987581e+00	-2.000000e+00	-2.001368e+00
