time	V(vout)
2.900000000207953e+01	-2.740263e+00
2.900000000218557e+01	-2.740263e+00
2.900000000239744e+01	-2.740263e+00
2.900000000282116e+01	-2.740263e+00
2.900000000339858e+01	-2.740263e+00
2.900000000416142e+01	-2.740263e+00
2.900000000512584e+01	-2.740263e+00
2.900000000641422e+01	-2.740263e+00
2.900000000805491e+01	-2.740261e+00
2.900000001003612e+01	-2.740255e+00
2.900000001216449e+01	-2.740241e+00
2.900000001440185e+01	-2.740212e+00
2.900000001748454e+01	-2.740147e+00
2.900000002069758e+01	-2.740035e+00
2.900000002651124e+01	-2.739728e+00
2.900000003303052e+01	-2.739251e+00
2.900000004041697e+01	-2.738572e+00
2.900000004776900e+01	-2.737813e+00
2.900000005626527e+01	-2.736926e+00
2.900000006534330e+01	-2.736077e+00
2.900000007598192e+01	-2.735311e+00
2.900000008642794e+01	-2.734871e+00
2.900000009779428e+01	-2.734785e+00
2.900000010984971e+01	-2.735112e+00
2.900000012442250e+01	-2.735956e+00
2.900000013955066e+01	-2.737174e+00
2.900000015756244e+01	-2.738818e+00
2.900000017724546e+01	-2.740564e+00
2.900000019581952e+01	-2.741952e+00
2.900000021568650e+01	-2.743019e+00
2.900000023566692e+01	-2.743612e+00
2.900000025927544e+01	-2.743759e+00
2.900000028696290e+01	-2.743425e+00
2.900000030916255e+01	-2.742902e+00
2.900000032739868e+01	-2.742382e+00
2.900000034482087e+01	-2.741883e+00
2.900000036191437e+01	-2.741435e+00
2.900000037831503e+01	-2.741064e+00
2.900000039407382e+01	-2.740772e+00
2.900000040811768e+01	-2.740568e+00
2.900000042310056e+01	-2.740406e+00
2.900000043840519e+01	-2.740290e+00
2.900000045377191e+01	-2.740218e+00
2.900000047028382e+01	-2.740176e+00
2.900000048687603e+01	-2.740163e+00
2.900000050413651e+01	-2.740168e+00
2.900000052134196e+01	-2.740184e+00
2.900000053910003e+01	-2.740205e+00
2.900000055738476e+01	-2.740227e+00
2.900000057218312e+01	-2.740242e+00
2.900000058560070e+01	-2.740252e+00
2.900000060039053e+01	-2.740261e+00
2.900000061809425e+01	-2.740267e+00
2.900000063466099e+01	-2.740269e+00
2.900000065347891e+01	-2.740269e+00
2.900000067267020e+01	-2.740268e+00
2.900000069626698e+01	-2.740264e+00
2.900000072439096e+01	-2.740260e+00
2.900000076345789e+01	-2.740257e+00
2.900000079627356e+01	-2.740255e+00
2.900000083197486e+01	-2.740255e+00
2.900000086988396e+01	-2.740255e+00
2.900000092049535e+01	-2.740255e+00
2.900000099192792e+01	-2.740255e+00
2.900000115950362e+01	-2.740254e+00
2.900069802749551e+01	-2.735364e+00
2.900556840591724e+01	-2.698613e+00
2.901113455268493e+01	-2.651464e+00
2.902226684622030e+01	-2.543442e+00
2.904453143329105e+01	-2.295053e+00
2.908408661492595e+01	-1.832100e+00
2.912456271296706e+01	-1.417682e+00
2.915736108923931e+01	-1.191640e+00
2.917780014803123e+01	-1.137100e+00
2.919610333074269e+01	-1.160783e+00
2.921464700174777e+01	-1.250554e+00
2.923956943051825e+01	-1.453147e+00
2.926733443074605e+01	-1.750938e+00
2.930167012259658e+01	-2.153220e+00
2.934231589976390e+01	-2.577867e+00
2.937170940512715e+01	-2.792967e+00
2.939188301281606e+01	-2.859918e+00
2.941021124296002e+01	-2.850972e+00
2.942893310928047e+01	-2.775518e+00
2.945222975436338e+01	-2.602815e+00
2.947957230248727e+01	-2.322471e+00
2.951205251361848e+01	-1.942032e+00
2.955080826695586e+01	-1.522457e+00
2.958862179173657e+01	-1.224637e+00
2.961080082662964e+01	-1.141768e+00
2.962928478236535e+01	-1.149791e+00
2.964821066047768e+01	-1.226853e+00
2.967138128324132e+01	-1.399721e+00
2.969891550744490e+01	-1.683050e+00
2.973132418565746e+01	-2.062685e+00
2.977038505684969e+01	-2.488213e+00
2.980486729704999e+01	-2.766550e+00
2.982622775090888e+01	-2.854477e+00
2.984463074791012e+01	-2.856713e+00
2.986358612851087e+01	-2.791039e+00
2.988560478370199e+01	-2.639089e+00
2.991277133542222e+01	-2.370629e+00
2.994393054959145e+01	-2.003991e+00
2.996209949201857e+01	-1.777223e+00
2.996678736140016e+01	-1.719699e+00
2.997303785390894e+01	-1.646260e+00
2.998553883892651e+01	-1.509671e+00
3.000000000000000e+01	-1.363918e+00
3.000000000010000e+01	-1.363918e+00
3.000000000030000e+01	-1.363918e+00
3.000000000045284e+01	-1.363918e+00
3.000000000060511e+01	-1.363918e+00
3.000000000082889e+01	-1.363918e+00
3.000000000100000e+01	-1.363918e+00
3.000000000107955e+01	-1.363918e+00
3.000000000118560e+01	-1.363918e+00
3.000000000139757e+01	-1.363918e+00
3.000000000182149e+01	-1.363918e+00
3.000000000239902e+01	-1.363918e+00
3.000000000316208e+01	-1.363917e+00
3.000000000412670e+01	-1.363917e+00
3.000000000541550e+01	-1.363918e+00
3.000000000706171e+01	-1.363919e+00
3.000000000899627e+01	-1.363925e+00
3.000000001110454e+01	-1.363939e+00
3.000000001323994e+01	-1.363966e+00
3.000000001607658e+01	-1.364024e+00
3.000000001903152e+01	-1.364120e+00
3.000000002386763e+01	-1.364363e+00
3.000000003067104e+01	-1.364844e+00
3.000000003771833e+01	-1.365484e+00
3.000000004532713e+01	-1.366282e+00
3.000000005324142e+01	-1.367137e+00
3.000000006220031e+01	-1.368028e+00
3.000000007187016e+01	-1.368792e+00
3.000000008257373e+01	-1.369321e+00
3.000000009298540e+01	-1.369467e+00
3.000000010479032e+01	-1.369200e+00
3.000000011768205e+01	-1.368469e+00
3.000000013428581e+01	-1.367084e+00
3.000000015106324e+01	-1.365453e+00
3.000000017091070e+01	-1.363534e+00
3.000000018840705e+01	-1.362098e+00
3.000000020787192e+01	-1.360941e+00
3.000000022576562e+01	-1.360348e+00
3.000000024745806e+01	-1.360188e+00
3.000000027103337e+01	-1.360489e+00
3.000000029012648e+01	-1.360989e+00
3.000000030701737e+01	-1.361538e+00
3.000000032352464e+01	-1.362090e+00
3.000000033962868e+01	-1.362592e+00
3.000000035669811e+01	-1.363054e+00
3.000000037229540e+01	-1.363398e+00
3.000000038805287e+01	-1.363664e+00
3.000000040314212e+01	-1.363847e+00
3.000000041882251e+01	-1.363971e+00
3.000000043553939e+01	-1.364044e+00
3.000000045215506e+01	-1.364071e+00
3.000000046946344e+01	-1.364067e+00
3.000000048662456e+01	-1.364043e+00
3.000000050427596e+01	-1.364010e+00
3.000000052191543e+01	-1.363975e+00
3.000000054026341e+01	-1.363944e+00
3.000000055538059e+01	-1.363923e+00
3.000000056998904e+01	-1.363908e+00
3.000000058536681e+01	-1.363899e+00
3.000000060288901e+01	-1.363893e+00
3.000000061960487e+01	-1.363892e+00
3.000000063731787e+01	-1.363894e+00
3.000000065430695e+01	-1.363897e+00
3.000000067341670e+01	-1.363901e+00
3.000000069652623e+01	-1.363906e+00
3.000000073167051e+01	-1.363911e+00
3.000000075678659e+01	-1.363913e+00
3.000000078243275e+01	-1.363913e+00
3.000000081379939e+01	-1.363912e+00
3.000000084624922e+01	-1.363911e+00
3.000000089004978e+01	-1.363910e+00
3.000000096026860e+01	-1.363909e+00
3.000000102911124e+01	-1.363908e+00
3.000000109764565e+01	-1.363908e+00
3.000284978891188e+01	-1.334701e+00
3.000569848017811e+01	-1.298756e+00
3.000854717144433e+01	-1.256073e+00
3.001139586271056e+01	-1.206653e+00
3.001424455397679e+01	-1.150496e+00
3.001709324524301e+01	-1.087600e+00
3.001994193650924e+01	-1.017967e+00
3.003988211625025e+01	-4.256269e-01
3.006201441255033e+01	4.257297e-01
3.008465513730284e+01	1.453173e+00
3.010836464760159e+01	2.578337e+00
3.013689333296542e+01	3.808539e+00
3.016772887493313e+01	4.833797e+00
3.018955121020372e+01	5.262446e+00
3.020810711075542e+01	5.350608e+00
3.022764351011585e+01	5.172834e+00
3.024719968717159e+01	4.728122e+00
3.027401972097276e+01	3.784911e+00
3.030274280474811e+01	2.525123e+00
3.032565695489654e+01	1.431340e+00
3.034375878597673e+01	5.905170e-01
3.036135748235059e+01	-1.348923e-01
3.037914685200522e+01	-7.238503e-01
3.039796199547924e+01	-1.148209e+00
3.041716919433193e+01	-1.345502e+00
3.043581755276439e+01	-1.290895e+00
3.045474555037958e+01	-9.762686e-01
3.047859805224162e+01	-2.773528e-01
3.050131600836974e+01	6.226930e-01
3.052455449301252e+01	1.696820e+00
3.054934072126940e+01	2.863235e+00
3.057847643745813e+01	4.059498e+00
3.061028972767663e+01	5.004723e+00
3.063145149644448e+01	5.323799e+00
3.064987746384294e+01	5.321648e+00
3.066879368301639e+01	5.056222e+00
3.069114036399174e+01	4.445350e+00
3.071836209896664e+01	3.389773e+00
3.074985708433978e+01	1.946149e+00
3.077189877026074e+01	9.043078e-01
3.078962635320262e+01	1.314898e-01
3.080814989034166e+01	-5.435233e-01
3.082565219942462e+01	-9.971703e-01
3.084962348406788e+01	-1.314388e+00
3.086925457161348e+01	-1.299508e+00
3.088914805590525e+01	-9.915258e-01
3.091190779933438e+01	-3.436449e-01
3.093456433602131e+01	5.410602e-01
3.095775515579169e+01	1.605842e+00
3.097566120955682e+01	2.465265e+00
3.100000000100000e+01	3.615230e+00
3.100000000110000e+01	3.615230e+00
3.100000000130000e+01	3.615230e+00
3.100000000145289e+01	3.615230e+00
3.100000000160522e+01	3.615230e+00
3.100000000182897e+01	3.615230e+00
3.100000000200000e+01	3.615230e+00
3.100000000207956e+01	3.615230e+00
3.100000000218563e+01	3.615230e+00
3.100000000239767e+01	3.615230e+00
3.100000000282176e+01	3.615231e+00
3.100000000339937e+01	3.615231e+00
3.100000000416260e+01	3.615231e+00
3.100000000512733e+01	3.615231e+00
3.100000000641639e+01	3.615231e+00
3.100000000806545e+01	3.615233e+00
3.100000001003182e+01	3.615239e+00
3.100000001216567e+01	3.615253e+00
3.100000001438344e+01	3.615281e+00
3.100000001740244e+01	3.615343e+00
3.100000002054156e+01	3.615449e+00
3.100000002616888e+01	3.615737e+00
3.100000003285357e+01	3.616212e+00
3.100000004018368e+01	3.616869e+00
3.100000004768460e+01	3.617629e+00
3.100000005607141e+01	3.618490e+00
3.100000006520587e+01	3.619335e+00
3.100000007564128e+01	3.620080e+00
3.100000008632441e+01	3.620530e+00
3.100000009756116e+01	3.620621e+00
3.100000010978553e+01	3.620300e+00
3.100000012416485e+01	3.619483e+00
3.100000013947118e+01	3.618271e+00
3.100000015724649e+01	3.616673e+00
3.100000017700431e+01	3.614954e+00
3.100000019781722e+01	3.613437e+00
3.100000021656744e+01	3.612476e+00
3.100000023776228e+01	3.611899e+00
3.100000026046374e+01	3.611801e+00
3.100000029009772e+01	3.612203e+00
3.100000031240073e+01	3.612741e+00
3.100000033013186e+01	3.613247e+00
3.100000034721219e+01	3.613727e+00
3.100000036405262e+01	3.614156e+00
3.100000038013443e+01	3.614506e+00
3.100000039551479e+01	3.614778e+00
3.100000040985232e+01	3.614976e+00
3.100000042494519e+01	3.615130e+00
3.100000043958439e+01	3.615233e+00
3.100000045555530e+01	3.615302e+00
3.100000047177491e+01	3.615338e+00
3.100000048886953e+01	3.615349e+00
3.100000050589455e+01	3.615342e+00
3.100000052348994e+01	3.615325e+00
3.100000054116739e+01	3.615304e+00
3.100000055999694e+01	3.615283e+00
3.100000057377337e+01	3.615270e+00
3.100000058697229e+01	3.615260e+00
3.100000060191107e+01	3.615253e+00
3.100000061948795e+01	3.615248e+00
3.100000063621659e+01	3.615246e+00
3.100000065500649e+01	3.615247e+00
3.100000067445474e+01	3.615250e+00
3.100000069820564e+01	3.615254e+00
3.100000072699692e+01	3.615259e+00
3.100000076376567e+01	3.615264e+00
3.100000079588897e+01	3.615266e+00
3.100000083185787e+01	3.615268e+00
3.100000086991227e+01	3.615269e+00
3.100000092073347e+01	3.615271e+00
3.100000099504279e+01	3.615273e+00
3.100000116496956e+01	3.615281e+00
3.100348720449317e+01	3.758206e+00
3.100697324401677e+01	3.883226e+00
3.101045928354038e+01	3.990343e+00
3.101394532306398e+01	4.079555e+00
3.101743136258758e+01	4.150862e+00
3.102091740211119e+01	4.204266e+00
3.102440344163479e+01	4.239765e+00
3.104234560987504e+01	4.213998e+00
3.106093227108527e+01	3.759908e+00
3.108363368830572e+01	2.642268e+00
3.111020189721657e+01	7.801807e-01
3.113145932105863e+01	-1.011257e+00
3.115327474528542e+01	-2.962826e+00
3.117632766388508e+01	-4.885700e+00
3.120488262954362e+01	-6.795619e+00
3.123192669957254e+01	-7.955519e+00
3.125166627678551e+01	-8.251778e+00
3.127004071774941e+01	-8.030963e+00
3.128856411994195e+01	-7.337197e+00
3.131422456719094e+01	-5.773157e+00
3.134215198713339e+01	-3.576760e+00
3.136308941911332e+01	-1.725406e+00
3.138119488808556e+01	-1.142933e-01
3.140004692707923e+01	1.427545e+00
3.141811764114989e+01	2.633965e+00
3.144339315597051e+01	3.797269e+00
3.146371690802012e+01	4.232206e+00
3.148221123708939e+01	4.134761e+00
3.150103319001624e+01	3.550286e+00
3.152481649818558e+01	2.251871e+00
3.154752346287733e+01	5.821715e-01
3.156778195155293e+01	-1.159825e+00
3.158857112563715e+01	-3.021485e+00
3.161235643123266e+01	-4.994223e+00
3.164058241077586e+01	-6.864030e+00
3.166665382379810e+01	-7.965705e+00
3.168621434893431e+01	-8.252775e+00
3.170460387553695e+01	-8.031535e+00
3.172313385538572e+01	-7.338130e+00
3.174880439765711e+01	-5.773993e+00
3.177672119731116e+01	-3.578752e+00
3.179765713932237e+01	-1.727580e+00
3.181576282236894e+01	-1.163839e-01
3.183462760660949e+01	1.426665e+00
3.185269828385960e+01	2.633301e+00
3.187797218797524e+01	3.796864e+00
3.189829719650211e+01	4.232131e+00
3.191679168902122e+01	4.134967e+00
3.193561422898831e+01	3.550751e+00
3.195939326267075e+01	2.299516e+00
3.197246552833171e+01	1.418148e+00
3.197385546867808e+01	1.311515e+00
3.197663534937082e+01	1.086362e+00
3.198219511075631e+01	6.222969e-01
3.198888047722903e+01	4.282904e-02
3.200000000000000e+01	-9.488901e-01
3.200000000010000e+01	-9.488901e-01
3.200000000030000e+01	-9.488901e-01
3.200000000045286e+01	-9.488901e-01
3.200000000060516e+01	-9.488902e-01
3.200000000082893e+01	-9.488902e-01
3.200000000100000e+01	-9.488902e-01
3.200000000107955e+01	-9.488902e-01
3.200000000118561e+01	-9.488903e-01
3.200000000139761e+01	-9.488903e-01
3.200000000182160e+01	-9.488903e-01
3.200000000239915e+01	-9.488903e-01
3.200000000316228e+01	-9.488903e-01
3.200000000412695e+01	-9.488903e-01
3.200000000541586e+01	-9.488906e-01
3.200000000706159e+01	-9.488926e-01
3.200000000899621e+01	-9.488987e-01
3.200000001110469e+01	-9.489128e-01
3.200000001324067e+01	-9.489393e-01
3.200000001608058e+01	-9.489977e-01
3.200000001903496e+01	-9.490945e-01
3.200000002387909e+01	-9.493381e-01
3.200000003068138e+01	-9.498197e-01
3.200000003773109e+01	-9.504602e-01
3.200000004533913e+01	-9.512575e-01
3.200000005325657e+01	-9.521130e-01
3.200000006221429e+01	-9.530039e-01
3.200000007188611e+01	-9.537674e-01
3.200000008259290e+01	-9.542964e-01
3.200000009300935e+01	-9.544433e-01
3.200000010482027e+01	-9.541767e-01
3.200000011772093e+01	-9.534460e-01
3.200000013434105e+01	-9.520620e-01
3.200000015111940e+01	-9.504341e-01
3.200000017097912e+01	-9.485185e-01
3.200000018845805e+01	-9.470875e-01
3.200000020791737e+01	-9.459358e-01
3.200000022582253e+01	-9.453457e-01
3.200000024753047e+01	-9.451897e-01
3.200000027113284e+01	-9.454949e-01
3.200000029023408e+01	-9.459966e-01
3.200000030712914e+01	-9.465473e-01
3.200000032364645e+01	-9.471006e-01
3.200000033976712e+01	-9.476036e-01
3.200000035684744e+01	-9.480665e-01
3.200000037246824e+01	-9.484116e-01
3.200000038825723e+01	-9.486789e-01
3.200000040339369e+01	-9.488627e-01
3.200000041913696e+01	-9.489870e-01
3.200000043581412e+01	-9.490606e-01
3.200000045246573e+01	-9.490891e-01
3.200000046974214e+01	-9.490861e-01
3.200000048692878e+01	-9.490638e-01
3.200000050455473e+01	-9.490321e-01
3.200000052220923e+01	-9.489995e-01
3.200000054053987e+01	-9.489698e-01
3.200000055540678e+01	-9.489509e-01
3.200000056992707e+01	-9.489381e-01
3.200000058531197e+01	-9.489299e-01
3.200000060283594e+01	-9.489261e-01
3.200000061956707e+01	-9.489266e-01
3.200000063727609e+01	-9.489303e-01
3.200000065427284e+01	-9.489353e-01
3.200000067336397e+01	-9.489416e-01
3.200000069647312e+01	-9.489487e-01
3.200000073158112e+01	-9.489573e-01
3.200000075666821e+01	-9.489616e-01
3.200000078228965e+01	-9.489644e-01
3.200000081364206e+01	-9.489667e-01
3.200000084605527e+01	-9.489688e-01
3.200000088979378e+01	-9.489719e-01
3.200000095973055e+01	-9.489778e-01
3.200000102877076e+01	-9.489843e-01
3.200000109701318e+01	-9.489907e-01
3.200285718631069e+01	-1.208690e+00
3.200571327560821e+01	-1.459376e+00
3.200856936490572e+01	-1.701050e+00
3.201142545420323e+01	-1.933711e+00
3.201428154350074e+01	-2.157360e+00
3.201713763279825e+01	-2.371996e+00
3.201999372209576e+01	-2.577619e+00
3.203998571650760e+01	-3.774261e+00
3.206255511910324e+01	-4.616951e+00
3.208165995869669e+01	-4.795507e+00
3.210161051940715e+01	-4.408489e+00
3.212137533417266e+01	-3.471765e+00
3.214841664957157e+01	-1.535687e+00
3.217014364034375e+01	3.920996e-01
3.219269744307275e+01	2.586164e+00
3.221329835291179e+01	4.516267e+00
3.224149035267026e+01	6.726067e+00
3.227042667246513e+01	8.293694e+00
3.229083288211252e+01	8.790560e+00
3.230922634345883e+01	8.685257e+00
3.232795083391760e+01	8.052678e+00
3.235173605277637e+01	6.618647e+00
3.237923334211739e+01	4.374772e+00
3.240248659687293e+01	2.174836e+00
3.242098983416796e+01	3.664751e-01
3.243897616610099e+01	-1.287233e+00
3.245709693509467e+01	-2.697710e+00
3.248091013911989e+01	-4.050587e+00
3.250270627999140e+01	-4.722875e+00
3.252146705713959e+01	-4.757716e+00
3.254076273738266e+01	-4.241374e+00
3.256256627426843e+01	-3.061672e+00
3.258983327229437e+01	-9.662835e-01
3.261118044071195e+01	9.970126e-01
3.263309932364193e+01	3.133699e+00
3.265571267009479e+01	5.182917e+00
3.268422638534575e+01	7.248481e+00
3.271127581138428e+01	8.499166e+00
3.273100109822882e+01	8.810424e+00
3.274945012916515e+01	8.556890e+00
3.276812200428229e+01	7.782343e+00
3.279388385586206e+01	6.055467e+00
3.282194245872486e+01	3.639436e+00
3.284246894541364e+01	1.659062e+00
3.286053264850568e+01	-9.163449e-02
3.287907725655968e+01	-1.741222e+00
3.289728431043198e+01	-3.058213e+00
3.292320667326146e+01	-4.341021e+00
3.294353469134242e+01	-4.795279e+00
3.296201092353579e+01	-4.667430e+00
3.298078735570186e+01	-4.036102e+00
3.300000000100000e+01	-3.030331e+00
3.300000000110000e+01	-3.030331e+00
3.300000000129999e+01	-3.030331e+00
3.300000000145278e+01	-3.030331e+00
3.300000000160500e+01	-3.030331e+00
3.300000000182882e+01	-3.030331e+00
3.300000000199999e+01	-3.030331e+00
3.300000000207952e+01	-3.030331e+00
3.300000000218557e+01	-3.030331e+00
3.300000000239745e+01	-3.030331e+00
3.300000000282121e+01	-3.030331e+00
3.300000000339865e+01	-3.030331e+00
3.300000000416152e+01	-3.030331e+00
3.300000000512596e+01	-3.030331e+00
3.300000000641439e+01	-3.030331e+00
3.300000000805751e+01	-3.030329e+00
3.300000001003875e+01	-3.030323e+00
3.300000001216797e+01	-3.030308e+00
3.300000001440588e+01	-3.030280e+00
3.300000001750153e+01	-3.030214e+00
3.300000002072493e+01	-3.030101e+00
3.300000002657219e+01	-3.029790e+00
3.300000003307786e+01	-3.029312e+00
3.300000004048447e+01	-3.028630e+00
3.300000004782565e+01	-3.027870e+00
3.300000005634467e+01	-3.026980e+00
3.300000006541647e+01	-3.026131e+00
3.300000007607974e+01	-3.025365e+00
3.300000008650530e+01	-3.024929e+00
3.300000009789338e+01	-3.024845e+00
3.300000010994070e+01	-3.025175e+00
3.300000012455244e+01	-3.026025e+00
3.300000013967805e+01	-3.027244e+00
3.300000015773132e+01	-3.028893e+00
3.300000017742063e+01	-3.030638e+00
3.300000019600370e+01	-3.032024e+00
3.300000021585567e+01	-3.033084e+00
3.300000023585640e+01	-3.033673e+00
3.300000025948086e+01	-3.033813e+00
3.300000028723814e+01	-3.033472e+00
3.300000030939564e+01	-3.032947e+00
3.300000032759677e+01	-3.032425e+00
3.300000034500495e+01	-3.031926e+00
3.300000036208627e+01	-3.031477e+00
3.300000037847178e+01	-3.031106e+00
3.300000039421612e+01	-3.030814e+00
3.300000040828530e+01	-3.030610e+00
3.300000042328683e+01	-3.030447e+00
3.300000043860153e+01	-3.030331e+00
3.300000045400178e+01	-3.030257e+00
3.300000047051131e+01	-3.030216e+00
3.300000048712202e+01	-3.030202e+00
3.300000050437820e+01	-3.030206e+00
3.300000052159842e+01	-3.030221e+00
3.300000053935786e+01	-3.030241e+00
3.300000055767157e+01	-3.030262e+00
3.300000057230528e+01	-3.030276e+00
3.300000058569210e+01	-3.030285e+00
3.300000060050448e+01	-3.030293e+00
3.300000061818812e+01	-3.030298e+00
3.300000063477599e+01	-3.030299e+00
3.300000065358580e+01	-3.030298e+00
3.300000067280989e+01	-3.030295e+00
3.300000069642241e+01	-3.030290e+00
3.300000072463475e+01	-3.030284e+00
3.300000076330226e+01	-3.030278e+00
3.300000079597439e+01	-3.030274e+00
3.300000083167492e+01	-3.030272e+00
3.300000086957294e+01	-3.030270e+00
3.300000092012743e+01	-3.030267e+00
3.300000099209556e+01	-3.030262e+00
3.300000115979640e+01	-3.030251e+00
3.300158997435425e+01	-2.918843e+00
3.300317878891211e+01	-2.807130e+00
3.300476760346996e+01	-2.695110e+00
3.300635641802781e+01	-2.582785e+00
3.300794523258566e+01	-2.470154e+00
3.300953404714351e+01	-2.357217e+00
3.301112286170136e+01	-2.243974e+00
3.302224346723971e+01	-1.461410e+00
3.304021484569004e+01	-2.518433e-01
3.305980645152428e+01	9.299937e-01
3.307869394438057e+01	1.828785e+00
3.310287422973207e+01	2.573713e+00
3.312255607017271e+01	2.801590e+00
3.314105094124044e+01	2.642694e+00
3.315969075919909e+01	2.117429e+00
3.318512229923444e+01	9.550419e-01
3.320748711032858e+01	-3.722292e-01
3.323048026750678e+01	-1.923696e+00
3.325207986315284e+01	-3.376580e+00
3.328051890892523e+01	-5.036205e+00
3.331000392418099e+01	-6.289273e+00
3.333079677339257e+01	-6.749666e+00
3.334920887146822e+01	-6.767340e+00
3.336816504222335e+01	-6.410212e+00
3.339007355088417e+01	-5.578105e+00
3.341717305942937e+01	-4.097052e+00
3.344820344136178e+01	-2.071772e+00
3.346800766542705e+01	-7.207595e-01
3.348565149509466e+01	4.131782e-01
3.350353254697929e+01	1.390630e+00
3.352400234642464e+01	2.215337e+00
3.354640024625955e+01	2.720785e+00
3.356542890438225e+01	2.770486e+00
3.358505816825799e+01	2.421501e+00
3.360638294857201e+01	1.640580e+00
3.362955280811719e+01	4.239499e-01
3.365056078829549e+01	-9.134436e-01
3.367207075243009e+01	-2.387558e+00
3.369621551675304e+01	-3.966082e+00
3.372473496093572e+01	-5.495819e+00
3.375326904141825e+01	-6.511957e+00
3.377341141075058e+01	-6.798268e+00
3.379179434034820e+01	-6.671078e+00
3.381039963295088e+01	-6.176009e+00
3.383523195091529e+01	-5.059551e+00
3.386296858934539e+01	-3.415770e+00
3.388655023531429e+01	-1.825376e+00
3.390497090125171e+01	-5.653375e-01
3.392277276533920e+01	5.602648e-01
3.394077084326795e+01	1.510976e+00
3.396239483287844e+01	2.383865e+00
3.397336233524290e+01	2.696295e+00
3.397806499527108e+01	2.778100e+00
3.398747031532746e+01	2.851954e+00
3.400000000000000e+01	2.864269e+00
3.400000000010000e+01	2.864269e+00
3.400000000030000e+01	2.864269e+00
3.400000000045276e+01	2.864269e+00
3.400000000060497e+01	2.864269e+00
3.400000000082880e+01	2.864270e+00
3.400000000100000e+01	2.864270e+00
3.400000000107953e+01	2.864270e+00
3.400000000118557e+01	2.864270e+00
3.400000000139743e+01	2.864270e+00
3.400000000182115e+01	2.864270e+00
3.400000000239857e+01	2.864270e+00
3.400000000316140e+01	2.864270e+00
3.400000000412582e+01	2.864270e+00
3.400000000541419e+01	2.864270e+00
3.400000000705251e+01	2.864269e+00
3.400000000898656e+01	2.864263e+00
3.400000001109557e+01	2.864249e+00
3.400000001323996e+01	2.864223e+00
3.400000001614968e+01	2.864164e+00
3.400000001911050e+01	2.864069e+00
3.400000002412937e+01	2.863821e+00
3.400000003095244e+01	2.863349e+00
3.400000003791280e+01	2.862735e+00
3.400000004550947e+01	2.861967e+00
3.400000005343428e+01	2.861146e+00
3.400000006247813e+01	2.860289e+00
3.400000007223220e+01	2.859564e+00
3.400000008311014e+01	2.859069e+00
3.400000009370551e+01	2.858952e+00
3.400000010579829e+01	2.859248e+00
3.400000011905659e+01	2.860004e+00
3.400000013601378e+01	2.861391e+00
3.400000015293470e+01	2.862974e+00
3.400000017313300e+01	2.864821e+00
3.400000019112836e+01	2.866191e+00
3.400000021052278e+01	2.867227e+00
3.400000022913270e+01	2.867745e+00
3.400000025131440e+01	2.867818e+00
3.400000027642866e+01	2.867432e+00
3.400000029555937e+01	2.866917e+00
3.400000031203341e+01	2.866393e+00
3.400000032835039e+01	2.865876e+00
3.400000034592456e+01	2.865369e+00
3.400000036197389e+01	2.864976e+00
3.400000037797166e+01	2.864664e+00
3.400000039318122e+01	2.864441e+00
3.400000040889688e+01	2.864281e+00
3.400000042448698e+01	2.864182e+00
3.400000044134911e+01	2.864127e+00
3.400000045802511e+01	2.864112e+00
3.400000047547167e+01	2.864124e+00
3.400000049265097e+01	2.864150e+00
3.400000051038788e+01	2.864183e+00
3.400000052809493e+01	2.864215e+00
3.400000054727291e+01	2.864245e+00
3.400000055961313e+01	2.864260e+00
3.400000057313335e+01	2.864271e+00
3.400000058872381e+01	2.864279e+00
3.400000060604506e+01	2.864283e+00
3.400000062310278e+01	2.864283e+00
3.400000064060099e+01	2.864281e+00
3.400000065777071e+01	2.864277e+00
3.400000067754952e+01	2.864272e+00
3.400000070208320e+01	2.864267e+00
3.400000073636001e+01	2.864262e+00
3.400000076337410e+01	2.864260e+00
3.400000079081883e+01	2.864260e+00
3.400000082162011e+01	2.864260e+00
3.400000085626072e+01	2.864261e+00
3.400000090328901e+01	2.864261e+00
3.400000095717480e+01	2.864261e+00
3.400000102026776e+01	2.864261e+00
3.400000108738379e+01	2.864260e+00
3.400000136155215e+01	2.864258e+00
3.400287694925911e+01	2.840312e+00
3.400575253696607e+01	2.814782e+00
3.400862812467303e+01	2.787670e+00
3.401150371238000e+01	2.758974e+00
3.401437930008696e+01	2.728694e+00
3.401725488779392e+01	2.696832e+00
3.402013047550088e+01	2.663386e+00
3.404025911046993e+01	2.408273e+00
3.408004224600930e+01	1.866269e+00
3.411822530105547e+01	1.391289e+00
3.415003485400915e+01	1.102965e+00
3.417148244592038e+01	1.006702e+00
3.418994681104271e+01	1.008006e+00
3.420890155207221e+01	1.088510e+00
3.423131303431548e+01	1.272772e+00
3.425858837133104e+01	1.589925e+00
3.429015821259143e+01	2.017105e+00
3.432839939606963e+01	2.504166e+00
3.436885638470486e+01	2.887928e+00
3.439130428391537e+01	2.993728e+00
3.440981668575837e+01	2.989822e+00
3.442884398192142e+01	2.905253e+00
3.445149601460484e+01	2.714817e+00
3.447894344981329e+01	2.391899e+00
3.451079640457615e+01	1.959933e+00
3.454944387977087e+01	1.465287e+00
3.458467394772722e+01	1.125854e+00
3.460727899077336e+01	1.011413e+00
3.462586279102194e+01	1.005025e+00
