x-axis,1,2
second,Volt,Volt
-1.250000E+00,-2.090452E+00,-3.698492E+00
-1.248750E+00,-2.170854E+00,-3.618090E+00
-1.247500E+00,-2.090452E+00,-3.618090E+00
-1.246250E+00,-2.090452E+00,-3.618090E+00
-1.245000E+00,-2.090452E+00,-3.537688E+00
-1.243750E+00,-2.090452E+00,-3.618090E+00
-1.242500E+00,-2.090452E+00,-3.537688E+00
-1.241250E+00,-2.090452E+00,-3.537688E+00
-1.240000E+00,-2.090452E+00,-3.537688E+00
-1.238750E+00,-2.090452E+00,-3.376884E+00
-1.237500E+00,-2.090452E+00,-3.457286E+00
-1.236250E+00,-2.090452E+00,-3.376884E+00
-1.235000E+00,-2.170854E+00,-3.376884E+00
-1.233750E+00,-2.090452E+00,-3.296482E+00
-1.232500E+00,-2.090452E+00,-3.296482E+00
-1.231250E+00,-2.090452E+00,-3.216080E+00
-1.230000E+00,-2.090452E+00,-3.216080E+00
-1.228750E+00,-2.170854E+00,-3.216080E+00
-1.227500E+00,-2.090452E+00,-3.216080E+00
-1.226250E+00,-2.090452E+00,-3.216080E+00
-1.225000E+00,-2.090452E+00,-3.216080E+00
-1.223750E+00,-2.090452E+00,-3.135678E+00
-1.222500E+00,-2.090452E+00,-3.135678E+00
-1.221250E+00,-2.090452E+00,-3.135678E+00
-1.220000E+00,-2.170854E+00,-3.055276E+00
-1.218750E+00,-2.090452E+00,-2.974874E+00
-1.217500E+00,-2.090452E+00,-2.974874E+00
-1.216250E+00,-2.090452E+00,-2.974874E+00
-1.215000E+00,-2.090452E+00,-2.894472E+00
-1.213750E+00,-2.090452E+00,-2.814070E+00
-1.212500E+00,-2.090452E+00,-2.894472E+00
-1.211250E+00,-2.170854E+00,-2.814070E+00
-1.210000E+00,-2.090452E+00,-2.814070E+00
-1.208750E+00,-2.090452E+00,-2.733668E+00
-1.207500E+00,-2.090452E+00,-2.733668E+00
-1.206250E+00,-2.090452E+00,-2.814070E+00
-1.205000E+00,-2.090452E+00,-2.653266E+00
-1.203750E+00,-2.090452E+00,-2.653266E+00
-1.202500E+00,-2.090452E+00,-2.653266E+00
-1.201250E+00,-2.090452E+00,-2.572864E+00
-1.200000E+00,-2.090452E+00,-2.572864E+00
-1.198750E+00,-2.170854E+00,-2.492462E+00
-1.197500E+00,-2.090452E+00,-2.492462E+00
-1.196250E+00,-2.090452E+00,-2.412060E+00
-1.195000E+00,-2.090452E+00,-2.492462E+00
-1.193750E+00,-2.090452E+00,-2.412060E+00
-1.192500E+00,-2.090452E+00,-2.331658E+00
