x-axis,1,2
second,Volt,Volt
-1.150000E+00,-2.050251E+00,-2.090452E+00
-1.148850E+00,-2.130653E+00,-2.090452E+00
-1.147700E+00,-2.130653E+00,-2.050251E+00
-1.146550E+00,-2.130653E+00,-2.090452E+00
-1.145400E+00,-2.090452E+00,-2.090452E+00
-1.144250E+00,-2.090452E+00,-2.090452E+00
-1.143100E+00,-2.090452E+00,-2.050251E+00
-1.141950E+00,-2.090452E+00,-2.130653E+00
-1.140800E+00,-2.090452E+00,-2.090452E+00
-1.139650E+00,-2.130653E+00,-2.130653E+00
-1.138500E+00,-2.090452E+00,-2.090452E+00
-1.137350E+00,-2.090452E+00,-2.130653E+00
-1.136200E+00,-2.090452E+00,-2.090452E+00
-1.135050E+00,-2.090452E+00,-2.090452E+00
-1.133900E+00,-2.130653E+00,-2.130653E+00
-1.132750E+00,-2.090452E+00,-2.130653E+00
-1.131600E+00,-2.090452E+00,-2.090452E+00
-1.130450E+00,-2.130653E+00,-2.090452E+00
-1.129300E+00,-2.090452E+00,-2.090452E+00
-1.128150E+00,-2.090452E+00,-2.090452E+00
-1.127000E+00,-2.090452E+00,-2.130653E+00
-1.125850E+00,-2.090452E+00,-2.090452E+00
-1.124700E+00,-2.090452E+00,-2.090452E+00
-1.123550E+00,-2.090452E+00,-2.090452E+00
-1.122400E+00,-2.090452E+00,-2.090452E+00
-1.121250E+00,-2.130653E+00,-2.090452E+00
-1.120100E+00,-2.130653E+00,-2.130653E+00
-1.118950E+00,-2.090452E+00,-2.130653E+00
-1.117800E+00,-2.130653E+00,-2.090452E+00
-1.116650E+00,-2.130653E+00,-2.090452E+00
-1.115500E+00,-2.090452E+00,-2.090452E+00
-1.114350E+00,-2.130653E+00,-2.130653E+00
-1.113200E+00,-2.090452E+00,-2.090452E+00
-1.112050E+00,-2.050251E+00,-2.090452E+00
-1.110900E+00,-2.090452E+00,-2.090452E+00
-1.109750E+00,-2.090452E+00,-2.130653E+00
-1.108600E+00,-2.090452E+00,-2.090452E+00
-1.107450E+00,-2.130653E+00,-2.090452E+00
-1.106300E+00,-2.090452E+00,-2.090452E+00
-1.105150E+00,-2.090452E+00,-2.090452E+00
-1.104000E+00,-2.090452E+00,-2.130653E+00
-1.102850E+00,-2.090452E+00,-2.090452E+00
-1.101700E+00,-2.090452E+00,-2.090452E+00
-1.100550E+00,-2.090452E+00,-2.130653E+00
-1.099400E+00,-2.130653E+00,-2.050251E+00
-1.098250E+00,-2.090452E+00,-2.090452E+00
-1.097100E+00,-2.090452E+00,-2.090452E+00
